index,street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,train
635,4288 DYMIC WAY,SACRAMENTO,95838,CA,4,3,1890,Residential,2008-05-16,137721,38.646541,-121.441139,True
636,1158 SAN IGNACIO WAY,SACRAMENTO,95833,CA,3,2,1260,Residential,2008-05-16,137760,38.623045,-121.486279,True
637,4904 J PKWY,SACRAMENTO,95823,CA,3,2,1400,Residential,2008-05-16,138000,38.487297,-121.44295,True
638,2931 HOWE AVE,SACRAMENTO,95821,CA,3,1,1264,Residential,2008-05-16,140000,38.619012,-121.415329,True
639,5531 JANSEN DR,SACRAMENTO,95824,CA,3,1,1060,Residential,2008-05-16,145000,38.522015,-121.438713,True
641,4055 DEERBROOK DR,SACRAMENTO,95823,CA,3,2,1466,Residential,2008-05-16,150000,38.472117,-121.459589,True
642,9937 BURLINE ST,SACRAMENTO,95827,CA,3,2,1092,Residential,2008-05-16,150000,38.559641,-121.32316,True
643,6948 MIRADOR WAY,SACRAMENTO,95828,CA,4,2,1628,Residential,2008-05-16,151000,38.493484,-121.42035,True
644,4909 RUGER CT,SACRAMENTO,95842,CA,3,2,960,Residential,2008-05-16,155000,38.68747,-121.349234,True
645,7204 KERSTEN ST,CITRUS HEIGHTS,95621,CA,3,2,1075,Residential,2008-05-16,155800,38.695863,-121.300814,True
647,8200 STEINBECK WAY,SACRAMENTO,95828,CA,4,2,1358,Residential,2008-05-16,158000,38.474854,-121.404726,True
649,6824 OLIVE TREE WAY,CITRUS HEIGHTS,95610,CA,3,2,1410,Residential,2008-05-16,160000,38.689239,-121.267737,True
651,4517 OLYMPIAD WAY,SACRAMENTO,95826,CA,4,2,1483,Residential,2008-05-16,161600,38.536751,-121.359154,True
652,925 COBDEN CT,GALT,95632,CA,3,2,1140,Residential,2008-05-16,162000,38.282047,-121.295812,True
653,8225 SCOTTSDALE DR,SACRAMENTO,95828,CA,4,2,1549,Residential,2008-05-16,165000,38.487864,-121.402476,True
654,8758 LEMAS RD,SACRAMENTO,95828,CA,3,2,1410,Residential,2008-05-16,165000,38.467487,-121.377055,True
655,6121 ALPINESPRING WAY,ELK GROVE,95758,CA,3,2,1240,Residential,2008-05-16,167293,38.434075,-121.432623,True
657,6417 SUNNYFIELD WAY,SACRAMENTO,95823,CA,4,2,1580,Residential,2008-05-16,168000,38.449153,-121.428272,True
658,4008 GREY LIVERY WAY,ANTELOPE,95843,CA,3,2,1669,Residential,2008-05-16,168750,38.71846,-121.370862,True
659,8920 ROSETTA CIR,SACRAMENTO,95826,CA,3,1,1029,Residential,2008-05-16,168750,38.544374,-121.370874,True
660,8300 LICHEN DR,CITRUS HEIGHTS,95621,CA,3,1,1103,Residential,2008-05-16,170000,38.71641,-121.306239,True
662,4480 VALLEY HI DR,SACRAMENTO,95823,CA,3,2,1650,Residential,2008-05-16,173000,38.466781,-121.450955,True
663,2250 FOREBAY RD,POLLOCK PINES,95726,CA,3,1,1320,Residential,2008-05-16,175000,38.77491,-120.597599,True
664,3529 FABERGE WAY,SACRAMENTO,95826,CA,3,2,1200,Residential,2008-05-16,176095,38.553275,-121.346218,True
668,2421 BERRYWOOD DR,RANCHO CORDOVA,95670,CA,3,2,1157,Residential,2008-05-16,180000,38.60868,-121.27849,True
669,1005 MORENO WAY,SACRAMENTO,95838,CA,3,2,1410,Residential,2008-05-16,180000,38.646206,-121.442767,True
670,1675 VERNON ST Unit 24,ROSEVILLE,95678,CA,3,2,1174,Residential,2008-05-16,180000,38.734136,-121.299639,True
671,24 WINDCHIME CT,SACRAMENTO,95823,CA,3,2,1593,Residential,2008-05-16,181000,38.44617,-121.427824,True
672,540 HARLING CT,RIO LINDA,95673,CA,3,2,1093,Residential,2008-05-16,182000,38.68279,-121.453509,True
673,1207 CRESCENDO DR,ROSEVILLE,95678,CA,3,2,1770,Residential,2008-05-16,182587,38.72446,-121.292829,True
674,7577 EDDYLEE WAY,SACRAMENTO,95822,CA,4,2,1436,Residential,2008-05-16,185074,38.48291,-121.491509,True
677,1910 BONAVISTA WAY,SACRAMENTO,95832,CA,3,2,1638,Residential,2008-05-16,187000,38.476048,-121.494961,True
680,435 EXCHANGE ST,SACRAMENTO,95838,CA,3,1,1082,Residential,2008-05-16,190000,38.659434,-121.455236,True
682,3930 ANNABELLE AVE,ROSEVILLE,95661,CA,2,1,796,Residential,2008-05-16,190000,38.727609,-121.226494,True
683,4854 TANGERINE AVE,SACRAMENTO,95823,CA,3,2,1386,Residential,2008-05-16,191250,38.478239,-121.446326,True
685,4290 BLACKFORD WAY,SACRAMENTO,95823,CA,3,2,1513,Residential,2008-05-16,193500,38.470494,-121.454162,True
686,5890 TT TRAK,FORESTHILL,95631,CA,0,0,0,Residential,2008-05-16,194818,39.020808,-120.821518,True
687,7015 WOODSIDE DR,SACRAMENTO,95842,CA,4,2,1578,Residential,2008-05-16,195000,38.693071,-121.332365,True
688,6019 CHESHIRE WAY,CITRUS HEIGHTS,95610,CA,4,3,1736,Residential,2008-05-16,195000,38.676437,-121.279165,True
690,2561 VERNA WAY,SACRAMENTO,95821,CA,3,1,1473,Residential,2008-05-16,195000,38.611055,-121.369964,True
693,6908 PIN OAK CT,FAIR OAKS,95628,CA,3,1,1144,Residential,2008-05-16,200000,38.66424,-121.303675,True
694,5733 ANGELINA AVE,CARMICHAEL,95608,CA,3,1,972,Residential,2008-05-16,201000,38.622634,-121.330846,True
697,6320 EL DORADO ST,EL DORADO,95623,CA,2,1,1040,Residential,2008-05-16,205000,38.678758,-120.844118,True
698,2328 DOROTHY JUNE WAY,SACRAMENTO,95838,CA,3,2,1430,Residential,2008-05-16,205878,38.641727,-121.412703,True
700,7901 GAZELLE TRAIL WAY,ANTELOPE,95843,CA,4,2,1953,Residential,2008-05-16,207744,38.71174,-121.342675,True
701,6080 BRIDGECROSS DR,SACRAMENTO,95835,CA,3,2,1120,Residential,2008-05-16,209000,38.681952,-121.505009,True
703,1900 DANBROOK DR,SACRAMENTO,95835,CA,1,1,984,Condo,2008-05-16,210944,38.668433,-121.503471,True
704,140 VENTO CT,ROSEVILLE,95678,CA,3,2,0,Condo,2008-05-16,212500,38.793533,-121.289685,True
705,8442 KEUSMAN ST,ELK GROVE,95758,CA,4,2,2329,Residential,2008-05-16,213750,38.449651,-121.414704,True
707,2733 YUMA CT,CAMERON PARK,95682,CA,2,2,0,Residential,2008-05-16,215000,38.691215,-120.994949,True
709,636 CRESTVIEW DR,DIAMOND SPRINGS,95619,CA,3,2,1300,Residential,2008-05-16,216033,38.688255,-120.810235,True
710,1528 HESKET WAY,SACRAMENTO,95825,CA,4,2,1566,Residential,2008-05-16,220000,38.593598,-121.403637,True
712,1833 2ND AVE,SACRAMENTO,95818,CA,2,1,1032,Residential,2008-05-16,220000,38.556818,-121.490669,True
713,7252 CARRIAGE DR,CITRUS HEIGHTS,95621,CA,4,2,1419,Residential,2008-05-16,220000,38.698058,-121.294893,True
718,9967 HATHERTON WAY,ELK GROVE,95757,CA,0,0,0,Residential,2008-05-16,222500,38.3052,-121.4033,True
719,9264 BOULDER RIVER WAY,ELK GROVE,95624,CA,5,2,2254,Residential,2008-05-16,222750,38.421713,-121.345191,True
721,137 GUNNISON AVE,SACRAMENTO,95838,CA,4,2,1991,Residential,2008-05-16,225000,38.650729,-121.466483,True
722,8209 RIVALLO WAY,SACRAMENTO,95829,CA,4,3,2126,Residential,2008-05-16,228750,38.459524,-121.3501,True
723,8637 PERIWINKLE CIR,ELK GROVE,95624,CA,3,2,1094,Residential,2008-05-16,229000,38.443184,-121.364388,True
724,3425 MEADOW WAY,ROCKLIN,95677,CA,3,2,1462,Residential,2008-05-16,230095,38.798028,-121.235364,True
725,107 JARVIS CIR,SACRAMENTO,95834,CA,5,3,2258,Residential,2008-05-16,232500,38.639891,-121.537603,True
726,2319 THORES ST,RANCHO CORDOVA,95670,CA,3,2,1074,Residential,2008-05-16,233000,38.59675,-121.312716,True
727,8935 MOUNTAIN HOME CT,ELK GROVE,95624,CA,4,2,2111,Residential,2008-05-16,233500,38.38751,-121.370276,True
728,2566 SERENATA WAY,SACRAMENTO,95835,CA,3,2,1686,Residential,2008-05-16,239000,38.671556,-121.520916,True
729,4085 COUNTRY DR,ANTELOPE,95843,CA,4,3,1915,Residential,2008-05-16,240000,38.706209,-121.369509,True
730,9297 TROUT WAY,ELK GROVE,95624,CA,4,2,2367,Residential,2008-05-16,240000,38.420637,-121.375798,True
732,11130 EEL RIVER CT,RANCHO CORDOVA,95670,CA,2,2,1406,Residential,2008-05-16,242000,38.625932,-121.271517,True
733,8323 REDBANK WAY,SACRAMENTO,95829,CA,3,2,1789,Residential,2008-05-16,243450,38.455753,-121.349273,True
734,16 BRONCO CREEK CT,SACRAMENTO,95835,CA,4,2,1876,Residential,2008-05-16,243500,38.674226,-121.525497,True
735,8316 NORTHAM DR,ANTELOPE,95843,CA,3,2,1235,Residential,2008-05-16,246544,38.720767,-121.376678,True
736,4240 WINJE DR,ANTELOPE,95843,CA,4,2,2504,Residential,2008-05-16,246750,38.70884,-121.359559,True
739,5976 KYLENCH CT,CITRUS HEIGHTS,95621,CA,3,2,1367,Residential,2008-05-16,249000,38.708966,-121.32467,True
741,9054 DESCENDANT DR,ELK GROVE,95758,CA,3,2,1636,Residential,2008-05-16,250000,38.428852,-121.415628,True
742,3450 WHITNOR CT,SACRAMENTO,95821,CA,3,2,1828,Residential,2008-05-16,250000,38.627698,-121.369698,True
743,6288 LONETREE BLVD,ROCKLIN,95765,CA,0,0,0,Residential,2008-05-16,250000,38.804993,-121.293609,True
744,9355 MATADOR WAY,SACRAMENTO,95826,CA,4,2,1438,Residential,2008-05-16,252000,38.555633,-121.350691,True
745,8671 SUMMER SUN WAY,ELK GROVE,95624,CA,3,2,1451,Residential,2008-05-16,255000,38.442845,-121.373272,True
747,1813 AVENIDA MARTINA,ROSEVILLE,95747,CA,3,2,1506,Residential,2008-05-16,255000,38.776649,-121.339589,True
748,191 BARNHART CIR,SACRAMENTO,95835,CA,4,2,2605,Residential,2008-05-16,257200,38.675594,-121.515878,True
751,5635 LOS PUEBLOS WAY,SACRAMENTO,95835,CA,3,2,1811,Residential,2008-05-16,263500,38.679191,-121.537622,True
753,1251 GREEN RAVINE DR,LINCOLN,95648,CA,4,2,0,Residential,2008-05-16,267750,38.88156,-121.301343,True
756,2674 TAM O SHANTER DR,EL DORADO HILLS,95762,CA,4,2,0,Residential,2008-05-16,272700,38.695801,-121.079216,True
760,2678 BRIARTON DR,LINCOLN,95648,CA,3,2,1650,Residential,2008-05-16,276500,38.844116,-121.274806,True
762,2987 DIORITE WAY,SACRAMENTO,95835,CA,5,3,2280,Residential,2008-05-16,279000,38.667332,-121.528276,True
765,8986 HAFLINGER WAY,ELK GROVE,95757,CA,3,2,1857,Residential,2008-05-16,285000,38.397923,-121.450219,True
766,2916 BABSON DR,ELK GROVE,95758,CA,3,2,1735,Residential,2008-05-16,288000,38.417191,-121.473897,True
770,1524 YOUNGS AVE,SACRAMENTO,95838,CA,4,2,1382,Residential,2008-05-16,293996,38.644927,-121.43054,True
771,865 CONRAD CT,PLACERVILLE,95667,CA,3,2,0,Residential,2008-05-16,294000,38.729993,-120.802458,True
772,8463 TERRACOTTA CT,ELK GROVE,95624,CA,4,2,1721,Residential,2008-05-16,294173,38.450548,-121.363002,True
773,5747 KING RD,LOOMIS,95650,CA,4,2,1328,Residential,2008-05-16,295000,38.825096,-121.198432,True
777,1113 COMMONS DR,SACRAMENTO,95825,CA,2,2,1623,Residential,2008-05-16,300000,38.567795,-121.410703,True
778,2341 BIG STRIKE TRL,COOL,95614,CA,3,2,1457,Residential,2008-05-16,300000,38.905927,-120.975169,True
779,9452 RED SPRUCE WAY,ELK GROVE,95624,CA,6,3,2555,Residential,2008-05-16,300000,38.404505,-121.346938,True
780,5776 TERRACE DR,ROCKLIN,95765,CA,3,2,1577,Residential,2008-05-16,300567,38.800539,-121.260979,True
781,5908 MCLEAN DR,ELK GROVE,95757,CA,5,3,2592,Residential,2008-05-16,303000,38.38912,-121.434389,True
782,8215 PEREGRINE WAY,CITRUS HEIGHTS,95610,CA,3,2,1401,Residential,2008-05-16,305000,38.715493,-121.26293,True
783,1104 HILLSDALE LN,LINCOLN,95648,CA,4,2,0,Residential,2008-05-16,306000,38.865017,-121.32302,True
784,2949 PANAMA AVE,CARMICHAEL,95608,CA,3,2,1502,Residential,2008-05-16,310000,38.618369,-121.326187,True
786,633 HANISCH DR,ROSEVILLE,95678,CA,4,3,1800,Residential,2008-05-16,310000,38.76349,-121.275881,True
787,63 ANGEL ISLAND CIR,SACRAMENTO,95831,CA,4,2,2169,Residential,2008-05-16,311518,38.490408,-121.547664,True
788,1571 WILD OAK LN,LINCOLN,95648,CA,5,3,2457,Residential,2008-05-16,312000,38.844144,-121.274174,True
789,5222 COPPER SUNSET WAY,RANCHO CORDOVA,95742,CA,0,0,0,Residential,2008-05-16,313000,38.529181,-121.224755,True
790,5601 SPINDRIFT LN,ORANGEVALE,95662,CA,4,2,2004,Residential,2008-05-16,315000,38.668289,-121.192316,True
791,652 FIFTEEN MILE DR,ROSEVILLE,95678,CA,4,3,2212,Residential,2008-05-16,315000,38.775872,-121.298864,True
792,7921 DOE TRAIL WAY,ANTELOPE,95843,CA,5,3,3134,Residential,2008-05-16,315000,38.711927,-121.343608,True
793,4204 LUSK DR,SACRAMENTO,95864,CA,3,2,1360,Residential,2008-05-16,315000,38.606569,-121.368424,True
794,5321 DELTA DR,ROCKLIN,95765,CA,4,2,0,Residential,2008-05-16,315000,38.815493,-121.262908,True
795,5608 ROSEDALE WAY,SACRAMENTO,95822,CA,3,2,1276,Residential,2008-05-16,320000,38.525115,-121.518689,True
796,3372 BERETANIA WAY,SACRAMENTO,95834,CA,4,3,2962,Residential,2008-05-16,322000,38.64977,-121.53448,True
797,2422 STEFANIE DR,ROCKLIN,95765,CA,4,2,1888,Residential,2008-05-16,325000,38.82273,-121.26424,True
800,1214 DAWNWOOD DR,GALT,95632,CA,3,2,1548,Residential,2008-05-16,328370,38.290119,-121.286023,True
801,1440 EMERALD LN,LINCOLN,95648,CA,2,2,0,Residential,2008-05-16,330000,38.861864,-121.267478,True
803,10254 JULIANA WAY,SACRAMENTO,95827,CA,4,2,2484,Residential,2008-05-16,331200,38.56803,-121.309966,True
804,149 OPUS CIR,SACRAMENTO,95834,CA,4,3,2258,Residential,2008-05-16,332000,38.6354,-121.53499,True
806,5544 CAMAS CT,ORANGEVALE,95662,CA,3,2,1616,Residential,2008-05-16,335000,38.667703,-121.209456,True
807,5102 ARCHCREST WAY,SACRAMENTO,95835,CA,4,2,2372,Residential,2008-05-16,341000,38.66841,-121.494639,True
809,7697 ROSEHALL DR,ROSEVILLE,95678,CA,5,3,0,Residential,2008-05-16,347225,38.79218,-121.28595,True
811,4509 WINJE DR,ANTELOPE,95843,CA,3,2,2960,Residential,2008-05-16,350000,38.709513,-121.359357,True
812,1965 LAURELHURST LN,LINCOLN,95648,CA,2,2,0,Residential,2008-05-16,350000,38.853869,-121.271742,True
814,281 SPYGLASS HL,ROSEVILLE,95678,CA,3,2,2100,Condo,2008-05-16,350000,38.762153,-121.283451,True
816,4165 BRISBANE CIR,EL DORADO HILLS,95762,CA,3,2,0,Residential,2008-05-16,356200,38.686067,-121.073413,True
818,9048 PINTO CANYON WAY,ROSEVILLE,95747,CA,4,3,2577,Residential,2008-05-16,367463,38.792493,-121.331899,True
821,6905 FRANKFORT CT,ELK GROVE,95758,CA,3,2,1485,Residential,2008-05-16,380578,38.429139,-121.423444,True
822,3621 WINTUN DR,CARMICHAEL,95608,CA,3,2,1655,Residential,2008-05-16,386222,38.629929,-121.323086,True
823,201 KIRKLAND CT,LINCOLN,95648,CA,0,0,0,Residential,2008-05-16,389000,38.867125,-121.319085,True
824,12075 APPLESBURY CT,RANCHO CORDOVA,95742,CA,0,0,0,Residential,2008-05-16,390000,38.5357,-121.2249,True
825,1975 SIDESADDLE WAY,ROSEVILLE,95661,CA,3,2,2049,Residential,2008-05-16,395500,38.737872,-121.249025,True
828,1515 EL CAMINO VERDE DR,LINCOLN,95648,CA,0,0,0,Residential,2008-05-16,400000,38.904869,-121.32075,True
829,556 PLATT CIR,EL DORADO HILLS,95762,CA,4,2,2199,Residential,2008-05-16,400000,38.656299,-121.079783,True
831,1124 PERKINS WAY,SACRAMENTO,95818,CA,2,1,1304,Residential,2008-05-16,413500,38.551611,-121.504437,True
832,4748 SALEM WAY,CARMICHAEL,95608,CA,3,2,2334,Residential,2008-05-16,415000,38.634111,-121.353376,True
834,51 AIKEN WAY,SACRAMENTO,95819,CA,3,1,1493,Residential,2008-05-16,425000,38.579326,-121.44252,True
836,1536 STONEY CROSS LN,LINCOLN,95648,CA,0,0,0,Residential,2008-05-16,433500,38.860007,-121.310946,True
837,509 CASTILLIAN CT,ROSEVILLE,95747,CA,5,3,0,Residential,2008-05-16,438000,38.804773,-121.341195,True
838,700 HUNTER PL,FOLSOM,95630,CA,5,3,2787,Residential,2008-05-16,441000,38.66051,-121.163689,True
839,1240 FAY CIR,SACRAMENTO,95831,CA,5,3,2824,Residential,2008-05-16,445000,38.506371,-121.514456,True
840,1113 SANDWICK WAY,FOLSOM,95630,CA,4,3,3261,Residential,2008-05-16,446000,38.673882,-121.105077,True
841,3108 DELWOOD WAY,SACRAMENTO,95821,CA,4,2,2053,Residential,2008-05-16,450000,38.621566,-121.370882,True
842,3212 CORNICHE LN,ROSEVILLE,95661,CA,4,3,2379,Residential,2008-05-16,455000,38.750577,-121.232768,True
843,2159 BECKETT DR,EL DORADO HILLS,95762,CA,3,2,0,Residential,2008-05-16,460000,38.680092,-121.036467,True
844,4320 FOUR SEASONS RD,PLACERVILLE,95667,CA,3,2,0,Residential,2008-05-16,475000,38.690867,-120.693641,True
845,6401 MARSHALL RD,GARDEN VALLEY,95633,CA,3,2,0,Residential,2008-05-16,490000,38.84255,-120.8754,True
846,2089 BECKETT DR,EL DORADO HILLS,95762,CA,4,2,0,Residential,2008-05-16,493000,38.681778,-121.035838,True
847,6196 EDGEHILL DR,EL DORADO HILLS,95762,CA,5,4,0,Residential,2008-05-16,508000,38.676131,-121.038931,True
848,200 HILLSFORD CT,ROSEVILLE,95747,CA,0,0,0,Residential,2008-05-16,511000,38.780051,-121.378718,True
850,4841 VILLAGE GREEN DR,EL DORADO HILLS,95762,CA,4,3,0,Residential,2008-05-16,533000,38.664066,-121.056735,True
851,3863 LAS PASAS WAY,SACRAMENTO,95864,CA,3,1,1348,Residential,2008-05-16,545000,38.588936,-121.373606,True
852,820 DANA CT,AUBURN,95603,CA,4,3,0,Residential,2008-05-16,560000,38.865246,-121.094869,True
855,9880 IZILDA CT,SACRAMENTO,95829,CA,5,4,3863,Residential,2008-05-16,598695,38.45326,-121.32573,True
856,1800 AVONDALE DR,ROSEVILLE,95747,CA,5,3,0,Residential,2008-05-16,600000,38.798448,-121.344054,True
857,4620 BROMWICH CT,ROCKLIN,95677,CA,4,3,0,Residential,2008-05-16,600000,38.772672,-121.220232,True
858,620 KESWICK CT,GRANITE BAY,95746,CA,4,3,2356,Residential,2008-05-16,600000,38.732096,-121.219142,True
861,200 CRADLE MOUNTAIN CT,EL DORADO HILLS,95762,CA,0,0,0,Residential,2008-05-16,622500,38.6478,-121.0309,True
862,2065 IMPRESSIONIST WAY,EL DORADO HILLS,95762,CA,0,0,0,Residential,2008-05-16,680000,38.682961,-121.033253,True
863,2982 ABERDEEN LN,EL DORADO HILLS,95762,CA,4,3,0,Residential,2008-05-16,879000,38.706692,-121.058869,True
864,9401 BARREL RACER CT,WILTON,95693,CA,4,3,4400,Residential,2008-05-16,884790,38.415298,-121.194858,True
867,7401 TOULON LN,SACRAMENTO,95828,CA,4,2,1512,Residential,2008-05-15,56950,38.488628,-121.387759,True
868,9127 NEWHALL DR Unit 34,SACRAMENTO,95826,CA,1,1,611,Condo,2008-05-15,60000,38.542419,-121.359904,True
869,5937 BAMFORD DR,SACRAMENTO,95823,CA,2,1,876,Residential,2008-05-15,61000,38.471139,-121.432255,True
870,5672 HILLSDALE BLVD,SACRAMENTO,95842,CA,2,1,933,Condo,2008-05-15,62000,38.670467,-121.359799,True
873,83 ARCADE BLVD,SACRAMENTO,95815,CA,4,2,1158,Residential,2008-05-15,80000,38.618716,-121.466327,True
875,550 DEL VERDE CIR,SACRAMENTO,95833,CA,2,1,956,Condo,2008-05-15,92000,38.627147,-121.500799,True
876,4113 DAYSTAR CT,SACRAMENTO,95824,CA,2,2,1139,Residential,2008-05-15,93600,38.520469,-121.458606,True
877,7374 TISDALE WAY,SACRAMENTO,95822,CA,3,1,1058,Residential,2008-05-15,95000,38.488238,-121.472561,True
878,3348 RIO LINDA BLVD,SACRAMENTO,95838,CA,3,2,1040,Residential,2008-05-15,97750,38.628842,-121.446127,True
879,3935 LIMESTONE WAY,SACRAMENTO,95823,CA,3,2,1354,Residential,2008-05-15,104000,38.484374,-121.463157,True
880,6208 GRATTAN WAY,NORTH HIGHLANDS,95660,CA,3,1,1051,Residential,2008-05-15,105000,38.679279,-121.376615,True
881,739 E WOODSIDE LN Unit E,SACRAMENTO,95825,CA,1,1,682,Condo,2008-05-15,107666,38.578675,-121.409951,True
882,4225 46TH AVE,SACRAMENTO,95824,CA,3,1,1161,Residential,2008-05-15,109000,38.511893,-121.457676,True
883,1434 BELL AVE,SACRAMENTO,95838,CA,3,1,1004,Residential,2008-05-15,110000,38.647398,-121.432914,True
884,5628 GEORGIA DR,NORTH HIGHLANDS,95660,CA,3,1,1229,Residential,2008-05-15,110000,38.669587,-121.379879,True
885,7629 BETH ST,SACRAMENTO,95832,CA,3,2,1249,Residential,2008-05-15,112500,38.480126,-121.487869,True
886,2277 BABETTE WAY,SACRAMENTO,95832,CA,3,2,1161,Residential,2008-05-15,114800,38.479593,-121.48434,True
887,6561 WEATHERFORD WAY,SACRAMENTO,95823,CA,3,1,1010,Residential,2008-05-15,116000,38.465551,-121.42661,True
888,3035 ESTEPA DR Unit 5C,CAMERON PARK,95682,CA,0,0,0,Condo,2008-05-15,119000,38.681393,-120.996713,True
891,87 LACAM CIR,SACRAMENTO,95820,CA,2,2,1188,Residential,2008-05-15,123675,38.532359,-121.41167,True
892,1691 NOGALES ST,SACRAMENTO,95838,CA,4,2,1570,Residential,2008-05-15,126854,38.631925,-121.427775,True
893,3118 42ND ST,SACRAMENTO,95817,CA,3,2,1093,Residential,2008-05-15,127059,38.546091,-121.457745,True
895,4071 EVALITA WAY,SACRAMENTO,95823,CA,3,2,1089,Residential,2008-05-15,129500,38.466388,-121.458861,True
896,7928 36TH AVE,SACRAMENTO,95824,CA,3,2,1127,Residential,2008-05-15,130000,38.52049,-121.411383,True
897,6631 DEMARET DR,SACRAMENTO,95822,CA,4,2,1309,Residential,2008-05-15,131750,38.506382,-121.483574,True
898,7043 9TH AVE,RIO LINDA,95673,CA,2,1,970,Residential,2008-05-15,132000,38.695589,-121.444133,True
901,1530 TOPANGA LN Unit 204,LINCOLN,95648,CA,0,0,0,Condo,2008-05-15,138000,38.88415,-121.270277,True
903,2149 COTTAGE WAY,SACRAMENTO,95825,CA,3,1,1285,Residential,2008-05-15,143012,38.603593,-121.417011,True
904,8632 PRAIRIEWOODS DR,SACRAMENTO,95828,CA,3,2,1543,Residential,2008-05-15,145846,38.477563,-121.384382,True
905,612 STONE BLVD,WEST SACRAMENTO,95691,CA,2,1,884,Residential,2008-05-15,147000,38.563084,-121.535579,True
907,8025 ARROYO VISTA DR,SACRAMENTO,95823,CA,4,2,1392,Residential,2008-05-15,150000,38.46654,-121.419029,True
908,5754 WALERGA RD Unit 4,SACRAMENTO,95842,CA,2,1,924,Condo,2008-05-15,150454,38.672567,-121.356754,True
909,8 LA ROCAS CT,SACRAMENTO,95823,CA,3,2,1217,Residential,2008-05-15,151087,38.46616,-121.448283,True
911,1941 EXPEDITION WAY,SACRAMENTO,95832,CA,3,2,1302,Residential,2008-05-15,157500,38.473775,-121.493777,True
912,4351 TURNBRIDGE DR,SACRAMENTO,95823,CA,3,2,1488,Residential,2008-05-15,160000,38.502034,-121.456027,True
913,6513 HOLIDAY WAY,NORTH HIGHLANDS,95660,CA,3,2,1373,Residential,2008-05-15,160000,38.685361,-121.376938,True
915,5920 VALLEY GLEN WAY,SACRAMENTO,95823,CA,3,2,1265,Residential,2008-05-15,164000,38.462821,-121.433135,True
916,2601 SAN FERNANDO WAY,SACRAMENTO,95818,CA,2,1,881,Residential,2008-05-15,165000,38.556178,-121.476256,True
917,501 POPLAR AVE,WEST SACRAMENTO,95691,CA,0,0,0,Residential,2008-05-15,165000,38.584526,-121.534609,True
919,6517 DONEGAL DR,CITRUS HEIGHTS,95621,CA,3,1,1344,Residential,2008-05-15,166000,38.681554,-121.312934,True
920,1001 RIO NORTE WAY,SACRAMENTO,95834,CA,3,2,1202,Residential,2008-05-15,169000,38.634292,-121.485106,True
921,604 P ST,LINCOLN,95648,CA,3,2,1104,Residential,2008-05-15,170000,38.893168,-121.305398,True
922,10001 WOODCREEK OAKS BLVD Unit 815,ROSEVILLE,95747,CA,2,2,0,Condo,2008-05-15,170000,38.795529,-121.328819,True
925,7342 DAVE ST,SACRAMENTO,95828,CA,3,1,1638,Residential,2008-05-15,170725,38.490822,-121.401643,True
926,7687 HOWERTON DR,SACRAMENTO,95831,CA,2,2,1177,Residential,2008-05-15,171750,38.480859,-121.539745,True
928,7045 PEEVEY CT,SACRAMENTO,95823,CA,2,2,904,Residential,2008-05-15,173056,38.502254,-121.451444,True
929,8916 GABLES MILL PL,ELK GROVE,95758,CA,3,2,1340,Residential,2008-05-15,174000,38.433919,-121.422347,True
930,1140 EDMONTON DR,SACRAMENTO,95833,CA,3,2,1204,Residential,2008-05-15,174250,38.62457,-121.486913,True
932,9 WIND CT,SACRAMENTO,95823,CA,4,2,1497,Residential,2008-05-15,179500,38.45073,-121.427528,True
933,8570 SHERATON DR,FAIR OAKS,95628,CA,3,1,960,Residential,2008-05-15,185000,38.667254,-121.240708,True
934,1550 TOPANGA LN Unit 207,LINCOLN,95648,CA,0,0,0,Condo,2008-05-15,188000,38.88417,-121.270222,True
935,1080 RIO NORTE WAY,SACRAMENTO,95834,CA,3,2,1428,Residential,2008-05-15,188700,38.634335,-121.486098,True
937,5624 MEMORY LN,FAIR OAKS,95628,CA,3,1,1529,Residential,2008-05-15,189000,38.66745,-121.2364,True
941,1973 DANVERS WAY,SACRAMENTO,95832,CA,3,2,1638,Residential,2008-05-15,191675,38.477568,-121.492574,True
943,7409 VOYAGER WAY,CITRUS HEIGHTS,95621,CA,3,1,1073,Residential,2008-05-15,198000,38.700717,-121.3133,True
945,5509 LAGUNA CREST WAY,ELK GROVE,95758,CA,3,2,1175,Residential,2008-05-15,200000,38.42442,-121.440357,True
946,8424 MERRY HILL WAY,ELK GROVE,95624,CA,3,2,1416,Residential,2008-05-15,200000,38.452075,-121.366461,True
951,2221 2ND AVE,SACRAMENTO,95818,CA,2,2,1089,Residential,2008-05-15,205000,38.555781,-121.485331,True
952,3230 SMATHERS WAY,CARMICHAEL,95608,CA,3,2,1296,Residential,2008-05-15,205900,38.623372,-121.347665,True
953,5209 LAGUNA CREST WAY,ELK GROVE,95758,CA,2,2,1189,Residential,2008-05-15,207000,38.424421,-121.443915,True
954,416 LEITCH AVE,SACRAMENTO,95815,CA,2,1,795,Residential,2008-05-15,207973,38.612694,-121.456669,True
955,2100 BEATTY WAY,ROSEVILLE,95747,CA,3,2,1371,Residential,2008-05-15,208250,38.737882,-121.308142,True
956,6920 GILLINGHAM WAY,NORTH HIGHLANDS,95660,CA,3,1,1310,Residential,2008-05-15,208318,38.694279,-121.373395,True
