street,zip,state,city,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,price_mean,price_median,n_price_mean,s_price_mean,n_sq__ft,s_sq__ft
12241 CANYONLANDS DR,95742,CA,RANCHO CORDOVA,0,0,0,Residential,2008-05-19T00:00:00Z,331500.0,38.557293,-121.217611,331500.0,331500.0,0.373567063954377,0.721875407841081,0.0,-1.5425353754173043
29 COOL FOUNTAIN CT,95833,CA,SACRAMENTO,4,2,2155,Residential,2008-05-19T00:00:00Z,340000.0,38.606906,-121.54132,340000.0,340000.0,0.38319073319905483,0.7847376603963909,0.37014771556166265,0.982030624415343
907 RIO ROBLES AVE,95838,CA,SACRAMENTO,0,0,0,Residential,2008-05-19T00:00:00Z,344755.0,38.664765,-121.445006,344755.0,344755.0,0.3885743269941658,0.8199035440317437,0.0,-1.5425353754173043
8909 BILLFISH WAY,95828,CA,SACRAMENTO,3,2,1810,Residential,2008-05-19T00:00:00Z,345746.0,38.475433,-121.372584,345746.0,345746.0,0.38969633360845707,0.8272325431237805,0.310889728615596,0.5778657659734574
6232 GUS WAY,95757,CA,ELK GROVE,4,2,2789,Residential,2008-05-19T00:00:00Z,351000.0,38.388129,-121.43117,351000.0,351000.0,0.3956448933980497,0.8660888107620861,0.4790450017176228,1.7247567700737645
200 OAKWILDE ST,95632,CA,GALT,4,2,1606,Residential,2008-05-19T00:00:00Z,353767.0,38.2535,-121.31812,353767.0,353767.0,0.3987776807862877,0.8865523228586206,0.2758502232909653,0.33888132793825554
1033 PARK STREAM DR,95632,CA,GALT,0,0,0,Residential,2008-05-19T00:00:00Z,355000.0,38.287785,-121.289903,355000.0,355000.0,0.40017367892495687,0.8956710472587026,0.0,-1.5425353754173043
200 ALLAIRE CIR,95835,CA,SACRAMENTO,4,2,2166,Residential,2008-05-19T00:00:00Z,356035.0,38.68318,-121.53484,356035.0,356035.0,0.4013455021800441,0.9033254509522021,0.3720371006526967,0.9949170401917509
1322 SUTTER WALK,95816,CA,SACRAMENTO,0,0,0,Condo,2008-05-19T00:00:00Z,360000.0,38.53805,-121.5047,360000.0,360000.0,0.40583466083359093,0.9326488428794731,0.0,-1.5425353754173043
5479 NICKMAN WAY,95835,CA,SACRAMENTO,4,2,1871,Residential,2008-05-19T00:00:00Z,360552.0,38.672966,-121.502748,360552.0,360552.0,0.40645963323630413,0.9367311915160063,0.3213672277567846,0.649326798915356
2103 BURBERRY WAY,95835,CA,SACRAMENTO,3,2,1800,Residential,2008-05-19T00:00:00Z,362305.0,38.67342,-121.508542,362305.0,362305.0,0.4084443734934712,0.9496956066606485,0.3091721058055651,0.5661508425403593
2450 SAN JOSE WAY,95817,CA,SACRAMENTO,3,1,1683,Residential,2008-05-19T00:00:00Z,365000.0,38.553596,-121.459483,365000.0,365000.0,0.41149564274222494,0.9696266385002438,0.2890759189282034,0.42908623837311116
7641 ROSEHALL DR,95678,CA,ROSEVILLE,3,2,0,Residential,2008-05-19T00:00:00Z,367554.0,38.791617,-121.286147,367554.0,367554.0,0.4143872723011552,0.9885148965033334,0.0,-1.5425353754173043
1336 LAYSAN TEAL DR,95747,CA,ROSEVILLE,0,0,0,Residential,2008-05-19T00:00:00Z,368500.0,38.796121,-121.319963,368500.0,368500.0,0.4154583300782687,0.9955110954347831,0.0,-1.5425353754173043
2802 BLACK OAK DR,95765,CA,ROCKLIN,2,2,1596,Residential,2008-05-19T00:00:00Z,370000.0,38.837006,-121.232024,370000.0,370000.0,0.41715662465085895,1.0066044341210143,0.2741326004809344,0.32716640450515744
2113 FALL TRAIL CT,95667,CA,PLACERVILLE,4,2,0,Residential,2008-05-19T00:00:00Z,371086.0,38.733155,-120.748039,371086.0,371086.0,0.41838618992141424,1.0146360113298456,0.0,-1.5425353754173043
10112 LAMBEAU CT,95757,CA,ELK GROVE,3,2,1179,Residential,2008-05-19T00:00:00Z,,38.390328,-121.448022,329582.0967741936,331000.0,0.3713956208616168,0.7076914411402236,0.20250772930264513,-0.16134590265503462
6313 CASTRO VERDE WAY,95757,CA,ELK GROVE,0,0,0,Residential,2008-05-19T00:00:00Z,383000.0,38.381102,-121.42901,383000.0,383000.0,0.4318751776133074,1.1027467027350177,0.0,-1.5425353754173043
3622 CURTIS DR,95818,CA,SACRAMENTO,3,1,1639,Residential,2008-05-19T00:00:00Z,388000.0,38.541735,-121.480098,388000.0,388000.0,0.4375361595219414,1.1397244983557884,0.2815183785640673,0.3775405752674794
11817 OPAL RIDGE WAY,95742,CA,RANCHO CORDOVA,5,3,3281,Residential,2008-05-19T00:00:00Z,395100.0,38.551083,-121.237476,395100.0,395100.0,0.4455747538322017,1.1922329681372825,0.5635520439711439,2.3011310029821925
170 LAGOMARSINO WAY,95819,CA,SACRAMENTO,3,2,1697,Residential,2008-05-19T00:00:00Z,400000.0,38.574894,-121.435806,400000.0,400000.0,0.451122516102663,1.2284712078456377,0.29148059086224665,0.44548713117944855
2743 DEAKIN PL,95762,CA,EL DORADO HILLS,3,2,0,Residential,2008-05-19T00:00:00Z,400000.0,38.69288,-121.073551,400000.0,400000.0,0.451122516102663,1.2284712078456377,0.0,-1.5425353754173043
3361 ALDER CANYON WAY,95843,CA,ANTELOPE,4,3,2085,Residential,2008-05-19T00:00:00Z,408431.0,38.727649,-121.385656,408431.0,408431.0,0.4606680637970017,1.290823166821381,0.35812435589144626,0.900026160383656
2148 RANCH VIEW DR,95765,CA,ROCKLIN,0,0,0,Residential,2008-05-19T00:00:00Z,413000.0,38.837455,-121.28933700000002,413000.0,413000.0,0.46584106906511147,1.3246134764596413,0.0,-1.5425353754173043
398 LINDLEY DR,95815,CA,SACRAMENTO,4,2,1744,Multi-Family,2008-05-19T00:00:00Z,416767.0,38.622359,-121.457582,416767.0,416767.0,0.47010605283507634,1.3524725476803299,0.29955341806939195,0.5005472713150098
3013 BRIDLEWOOD DR,95762,CA,EL DORADO HILLS,4,3,0,Residential,2008-05-19T00:00:00Z,420000.0,38.675519,-121.015862,420000.0,420000.0,0.4737664437371991,1.37638239032872,0.0,-1.5425353754173043
169 BAURER CIR,95630,CA,FOLSOM,4,3,1939,Residential,2008-05-19T00:00:00Z,423000.0,38.66695,-121.120729,423000.0,423000.0,0.4771630328823795,1.3985690677011824,0.33304706286499486,0.7289882782604233
2809 LOON CT,95682,CA,CAMERON PARK,4,2,0,Residential,2008-05-19T00:00:00Z,423000.0,38.687072,-121.004729,423000.0,423000.0,0.4771630328823795,1.3985690677011824,0.0,-1.5425353754173043
1315 KONDOS AVE,95814,CA,SACRAMENTO,2,3,1788,Residential,2008-05-19T00:00:00Z,427500.0,38.571943,-121.492106,427500.0,427500.0,0.4822579166001501,1.4318490837598759,0.307110958433528,0.5520929344206416
4966 CHARTER RD,95765,CA,ROCKLIN,3,2,1691,Residential,2008-05-19T00:00:00Z,,38.82553,-121.254698,358493.5555555556,346375.0,0.4041290698843185,0.9215078439233313,0.2904500171762281,0.4384581771195897
9516 LAGUNA LAKE WAY,95758,CA,ELK GROVE,4,2,2002,Residential,2008-05-19T00:00:00Z,445000.0,38.411258,-121.431348,445000.0,445000.0,0.5020713532803692,1.561271368432573,0.3438680865681896,0.8027922958889415
5201 BLOSSOM RANCH DR,95757,CA,ELK GROVE,4,4,4303,Residential,2008-05-19T00:00:00Z,,38.399436,-121.444041,329582.0967741936,331000.0,0.3713956208616168,0.7076914411402236,0.7390930951563037,3.498396177844821
3027 PALMATE WAY,95834,CA,SACRAMENTO,5,3,4246,Residential,2008-05-19T00:00:00Z,452000.0,38.628955,-121.529269,452000.0,452000.0,0.5099967279524568,1.6130402823016516,0.7293026451391275,3.4316211142761617
500 WINCHESTER CT,95661,CA,ROSEVILLE,3,2,2274,Residential,2008-05-19T00:00:00Z,470000.0,38.73988,-121.248929,470000.0,470000.0,0.5303762628235392,1.7461603465364257,0.39058742700103055,1.1214382132692107
5746 GELSTON WAY,95762,CA,EL DORADO HILLS,4,3,0,Residential,2008-05-19T00:00:00Z,471000.0,38.677015,-121.034083,471000.0,471000.0,0.5315084592052661,1.7535559056605798,0.0,-1.5425353754173043
6935 ELM TREE LN,95662,CA,ORANGEVALE,4,4,3056,Residential,2008-05-19T00:00:00Z,475000.0,38.693041,-121.23294,475000.0,475000.0,0.5360372447321733,1.7831381421571963,0.5249055307454483,2.0375452257374844
9605 GOLF COURSE LN,95758,CA,ELK GROVE,3,3,2503,Residential,2008-05-19T00:00:00Z,484500.0,38.409689,-121.446059,484500.0,484500.0,0.5467931103585779,1.8533959538366604,0.4299209893507386,1.3897099598871578
719 BAYWOOD CT,95762,CA,EL DORADO HILLS,5,3,0,Residential,2008-05-19T00:00:00Z,487500.0,38.647598,-121.077801,487500.0,487500.0,0.5501896995037583,1.8755826312091228,0.0,-1.5425353754173043
5954 TANUS CIR,95677,CA,ROCKLIN,3,3,0,Residential,2008-05-19T00:00:00Z,488750.0,38.777585,-121.2036,488750.0,488750.0,0.5516049449809168,1.8848270801143154,0.0,-1.5425353754173043
100 CHELSEA CT,95630,CA,FOLSOM,3,2,1905,Residential,2008-05-19T00:00:00Z,500000.0,38.69435,-121.177259,500000.0,500000.0,0.5643421542753434,1.968027120261049,0.32720714531088974,0.6891575385878896
1500 ORANGE HILL LN,95663,CA,PENRYN,3,2,1320,Residential,2008-05-19T00:00:00Z,506688.0,38.86270800000001,-121.162092,506688.0,506688.0,0.5719142836763322,2.017488619683392,0.22672621092408107,0.0038345177516490147
408 KIRKWOOD CT,95648,CA,LINCOLN,2,2,0,Residential,2008-05-19T00:00:00Z,512000.0,38.861615,-121.26869,512000.0,512000.0,0.577928510856065,2.0567738297508984,0.0,-1.5425353754173043
1732 TUSCAN GROVE CIR,95747,CA,ROSEVILLE,5,3,0,Residential,2008-05-19T00:00:00Z,,38.796683,-121.342555,342178.5,316250.0,0.3856572230166467,0.8008488859483607,0.0,-1.5425353754173043
2049 EMPIRE MINE CIR,95670,CA,GOLD RIVER,4,2,3037,Residential,2008-05-19T00:00:00Z,528000.0,38.629299,-121.249021,528000.0,528000.0,0.5960436529636939,2.1751027757373644,0.5216420474063895,2.015286871214598
9360 MAGOS RD,95693,CA,WILTON,5,2,3741,Residential,2008-05-19T00:00:00Z,579093.0,38.416809,-121.240628,579093.0,579093.0,0.6538909626952614,2.5529640780677707,0.6425626932325661,2.8400174809047063
104 CATLIN CT,95630,CA,FOLSOM,4,3,2660,Residential,2008-05-19T00:00:00Z,636000.0,38.684459,-121.145935,636000.0,636000.0,0.7183208621901886,2.973823161146009,0.45688766746822396,1.5736342577867986
4734 GIBBONS DR,95608,CA,CARMICHAEL,4,3,3357,Residential,2008-05-19T00:00:00Z,668365.0,38.63558,-121.353639,668365.0,668365.0,0.7549643980847766,3.2131804321992568,0.576605977327379,2.3901644210737385
4629 DORCHESTER LN,95746,CA,GRANITE BAY,5,3,2896,Residential,2008-05-19T00:00:00Z,676200.0,38.723545,-121.216025,676200.0,676200.0,0.7638351567356061,3.271124637937004,0.4974235657849536,1.8501064508079144
2400 COUNTRYSIDE DR,95667,CA,PLACERVILLE,3,2,2025,Residential,2008-05-19T00:00:00Z,677048.0,38.73745200000001,-120.910963,677048.0,677048.0,0.7647952592673104,3.277396072074287,0.3478186190312607,0.8297366197850673
12901 FURLONG DR,95693,CA,WILTON,5,3,3788,Residential,2008-05-19T00:00:00Z,691659.0,38.413535,-121.188211,691659.0,691659.0,0.7813377806007208,3.3854525864373026,0.6506355204397114,2.8950776210402673
6222 CALLE MONTALVO CIR,95746,CA,GRANITE BAY,5,3,3670,Residential,2008-05-19T00:00:00Z,760000.0,38.779435,-121.146676,760000.0,760000.0,0.8587132135243122,3.8908724925411193,0.6303675712813466,2.7568415245297095
20 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885327,-121.289412,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
24 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885132,-121.289405,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
28 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884936,-121.289397,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
32 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884741,-121.28939,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
36 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884599,-121.289406,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
40 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884535,-121.289619,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
44 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88459,-121.289835,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
48 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884667,-121.289896,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
52 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88478,-121.289911,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
68 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885236,-121.289928,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
72 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88535,-121.289926,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
76 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885464,-121.289922,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
80 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885578,-121.289919,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
84 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885692,-121.289915,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
88 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885806,-121.289911,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
92 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88592,-121.289908,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
96 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.886024,-121.289859,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
100 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.886091,-121.289744,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
434 1ST ST,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88653,-121.289406,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
3 E ST,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884692,-121.290288,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
11 E ST,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884879,-121.290257,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
19 E ST,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885017,-121.290262,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
27 E ST,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885173,-121.29027,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
35 E ST,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885328,-121.290275,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
43 E ST,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885483,-121.290277,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
51 E ST,95648,CA,LINCOLN,4,2,0,Residential,2008-05-19T00:00:00Z,,38.885638,-121.290279,87956.60606060606,4897.0,0.09782811454272973,-1.0792641613348635,0.0,-1.5425353754173043
59 E ST,95648,CA,LINCOLN,3,2,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885794,-121.290281,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
75 E ST,95648,CA,LINCOLN,3,2,0,Residential,2008-05-19T00:00:00Z,4897.0,38.886104,-121.290285,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
63 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885093,-121.289932,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
398 1ST ST,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88653,-121.288952,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
386 1ST ST,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,,38.88652800000001,-121.288869,87956.60606060606,4897.0,0.09782811454272973,-1.0792641613348635,0.0,-1.5425353754173043
374 1ST ST,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.886525,-121.288787,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
116 CRYSTALWOOD WAY,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.886282,-121.289586,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
108 CRYSTALWOOD WAY,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.886282,-121.289646,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
100 CRYSTALWOOD WAY,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.886282,-121.289706,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
55 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88486500000001,-121.289922,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
51 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884752,-121.289907,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
47 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884638,-121.289893,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
43 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884568,-121.289784,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
39 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884546,-121.28956200000002,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
35 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884645,-121.289397,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
31 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.88479,-121.289392,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
27 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.884985,-121.289399,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
23 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885181,-121.289406,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
19 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885376,-121.289414,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
15 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885571,-121.289421,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
7 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.885962,-121.289436,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
3 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,Residential,2008-05-19T00:00:00Z,4897.0,38.886093,-121.289584,4897.0,4897.0,0.0037883290932578836,-1.6935363887850252,0.0,-1.5425353754173043
8208 WOODYARD WAY,95621,CA,CITRUS HEIGHTS,3,2,1166,Residential,2008-05-16T00:00:00Z,30000.0,38.715322,-121.314787,30000.0,30000.0,0.03220985486374583,-1.5078856680913844,0.20027481964960495,-0.17657530311806222
113 RINETTI WAY,95673,CA,RIO LINDA,0,0,0,Residential,2008-05-16T00:00:00Z,30000.0,38.687172,-121.463933,30000.0,30000.0,0.03220985486374583,-1.5078856680913844,0.0,-1.5425353754173043
15 LOORZ CT,95823,CA,SACRAMENTO,2,1,838,Residential,2008-05-16T00:00:00Z,55422.0,38.471646,-121.435158,55422.0,55422.0,0.06099255128000462,-1.3198757640371386,0.14393679148059085,-0.5608247917236809
5805 DOTMAR WAY,95660,CA,NORTH HIGHLANDS,2,1,904,Residential,2008-05-16T00:00:00Z,63000.0,38.672642,-121.380343,63000.0,63000.0,0.06957233546073033,-1.2638322169942986,0.15527310202679492,-0.48350629706523324
2332 CAMBRIDGE ST,95815,CA,SACRAMENTO,2,1,1032,Residential,2008-05-16T00:00:00Z,65000.0,38.608085,-121.449651,65000.0,65000.0,0.07183672822418394,-1.2490410987459906,0.17725867399519066,-0.3335552771215772
3812 BELDEN ST,95838,CA,SACRAMENTO,2,1,904,Residential,2008-05-16T00:00:00Z,65000.0,38.636833,-121.44164,65000.0,65000.0,0.07183672822418394,-1.2490410987459906,0.15527310202679492,-0.48350629706523324
3348 40TH ST,95817,CA,SACRAMENTO,2,1,1080,Residential,2008-05-16T00:00:00Z,65000.0,38.544162,-121.460652,65000.0,65000.0,0.07183672822418394,-1.2490410987459906,0.18550326348333906,-0.27732364464270615
127 QUASAR CIR,95822,CA,SACRAMENTO,2,2,990,Residential,2008-05-16T00:00:00Z,66500.0,38.493504,-121.475304,66500.0,66500.0,0.07353502279677415,-1.2379477600597593,0.1700446581930608,-0.38275795554058933
3812 CYPRESS ST,95838,CA,SACRAMENTO,2,1,900,Residential,2008-05-16T00:00:00Z,71000.0,38.636877,-121.444948,71000.0,71000.0,0.07862990651454477,-1.2046677440010658,0.15458605290278254,-0.48819226643847247
5821 64TH ST,95824,CA,SACRAMENTO,2,1,861,Residential,2008-05-16T00:00:00Z,75000.0,38.521202,-121.428146,75000.0,75000.0,0.08315869204145197,-1.1750855075044493,0.14788732394366197,-0.5338804678275552
8248 CENTER PKWY,95823,CA,SACRAMENTO,2,1,906,Condo,2008-05-16T00:00:00Z,77000.0,38.45900200000001,-121.428794,77000.0,77000.0,0.08542308480490558,-1.160294389256141,0.1556166265888011,-0.4811633123786136
1171 SONOMA AVE,95815,CA,SACRAMENTO,2,1,1011,Residential,2008-05-16T00:00:00Z,85000.0,38.6238,-121.439872,85000.0,85000.0,0.09448065585872001,-1.1011299162629082,0.17365166609412572,-0.35815661633108326
4250 ARDWELL WAY,95823,CA,SACRAMENTO,3,2,1089,Residential,2008-05-16T00:00:00Z,95625.0,38.466938,-121.455631,95625.0,95625.0,0.10651024241456729,-1.0225521005687708,0.1870491240123669,-0.2667802135529178
3104 CLAY ST,95815,CA,SACRAMENTO,2,1,832,Residential,2008-05-16T00:00:00Z,96140.0,38.62391,-121.439208,96140.0,96140.0,0.1070933235511566,-1.0187433876198313,0.1429062177945723,-0.5678537457835398
6063 LAND PARK DR,95822,CA,SACRAMENTO,2,1,800,Condo,2008-05-16T00:00:00Z,104250.0,38.517029,-121.513809,104250.0,104250.0,0.11627543620696097,-0.9587654031229415,0.13740982480247338,-0.6053415007694538
4738 OAKHOLLOW DR,95842,CA,SACRAMENTO,4,2,1292,Residential,2008-05-16T00:00:00Z,105000.0,38.679598,-121.356035,105000.0,105000.0,0.11712458349325607,-0.9532187337798259,0.2219168670559945,-0.028967267861025752
1401 STERLING ST,95822,CA,SACRAMENTO,2,1,810,Residential,2008-05-16T00:00:00Z,108000.0,38.520319,-121.504727,108000.0,108000.0,0.12052117263843648,-0.9310320564073635,0.13912744761250428,-0.5936265773363557
3715 DIDCOT CIR,95838,CA,SACRAMENTO,4,2,1064,Residential,2008-05-16T00:00:00Z,109000.0,38.635232,-121.460098,109000.0,109000.0,0.12165336902016329,-0.9236364972832094,0.1827550669872896,-0.2960675221356631
2426 RASHAWN DR,95670,CA,RANCHO CORDOVA,2,1,911,Residential,2008-05-16T00:00:00Z,115000.0,38.610852,-121.273278,115000.0,115000.0,0.1284465473105241,-0.8792631425382847,0.15647543799381655,-0.47530585066206454
4800 WESTLAKE PKWY Unit 410,95835,CA,SACRAMENTO,1,1,846,Condo,2008-05-16T00:00:00Z,115000.0,38.658812,-121.542345,115000.0,115000.0,0.1284465473105241,-0.8792631425382847,0.14531088972861558,-0.5514528529772024
3409 VIRGO ST,95827,CA,SACRAMENTO,3,2,1320,Residential,2008-05-16T00:00:00Z,115500.0,38.563402,-121.327747,115500.0,115500.0,0.1290126455013875,-0.8755653629762077,0.22672621092408107,0.0038345177516490147
1110 PINEDALE AVE,95838,CA,SACRAMENTO,3,2,1410,Residential,2008-05-16T00:00:00Z,115620.0,38.660173,-121.440216,115620.0,115620.0,0.12914850906719472,-0.8746778958813092,0.24218481621435933,0.10926882864953219
2361 LA LOMA DR,95670,CA,RANCHO CORDOVA,3,2,1115,Residential,2008-05-16T00:00:00Z,116000.0,38.59368,-121.316054,116000.0,116000.0,0.12957874369225092,-0.8718675834141306,0.19151494331844726,-0.23632141262686268
