street,zip,state,city,beds,baths,sq__ft,sale_date,price,latitude,longitude,price_mean,price_median,n_price_mean,s_price_mean,n_sq__ft,s_sq__ft,b_price,p_price,d_Condo,d_Multi-Family,d_Residential,d_Unkown
8205 WEYBURN CT,95828,CA,SACRAMENTO,3,2,1394,2008-05-19T00:00:00Z,313138.0,38.47316,-121.403893,313138.0,313138.0,0.35277767399310944,0.5860781512033629,0.23943661971830985,0.0905249511565752,2,8,0.0,0.0,1.0,0.0
8788 LA MARGARITA WAY,95828,CA,SACRAMENTO,3,2,1410,2008-05-19T00:00:00Z,316630.0,38.468185,-121.375694,316630.0,316630.0,0.3567313037580995,0.6119034436649092,0.2421848162143593,0.1092688286495322,2,8,0.0,0.0,1.0,0.0
5912 DEEPDALE WAY,95758,CA,ELK GROVE,5,3,3468,2008-05-19T00:00:00Z,320000.0,38.439565,-121.436606,320000.0,320000.0,0.3605468055645188,0.6368264779133086,0.5956715905187221,2.5202000711811268,2,8,0.0,0.0,1.0,0.0
4712 PISMO BEACH DR,95843,CA,ANTELOPE,5,3,2346,2008-05-19T00:00:00Z,320000.0,38.707705,-121.354153,320000.0,320000.0,0.3605468055645188,0.6368264779133086,0.4029543112332532,1.2057856619875174,2,8,0.0,0.0,1.0,0.0
4741 PACIFIC PARK DR,95843,CA,ANTELOPE,5,3,2347,2008-05-19T00:00:00Z,325000.0,38.709299,-121.353056,325000.0,325000.0,0.3662077874731528,0.6738042735340792,0.4031260735142563,1.206957154330827,2,8,0.0,0.0,1.0,0.0
310 GROTH CIR,95834,CA,SACRAMENTO,4,2,1659,2008-05-19T00:00:00Z,328578.0,38.638764,-121.531827,328578.0,328578.0,0.3702587861269713,0.7002655840803026,0.2849536241841292,0.4009704221336757,2,8,0.0,0.0,1.0,0.0
6121 WILD FOX CT,95757,CA,ELK GROVE,3,3,2442,2008-05-19T00:00:00Z,331000.0,38.406758,-121.431669,331000.0,331000.0,0.3730009657635136,0.7181776282790039,0.41944349020954996,1.3182489269452593,2,9,0.0,0.0,1.0,0.0
12241 CANYONLANDS DR,95742,CA,RANCHO CORDOVA,0,0,0,2008-05-19T00:00:00Z,331500.0,38.557293,-121.217611,331500.0,331500.0,0.373567063954377,0.7218754078410808,0.0,-1.5425353754173043,2,9,0.0,0.0,1.0,0.0
29 COOL FOUNTAIN CT,95833,CA,SACRAMENTO,4,2,2155,2008-05-19T00:00:00Z,340000.0,38.606906,-121.54132,340000.0,340000.0,0.3831907331990548,0.7847376603963909,0.37014771556166265,0.982030624415343,2,9,0.0,0.0,1.0,0.0
907 RIO ROBLES AVE,95838,CA,SACRAMENTO,0,0,0,2008-05-19T00:00:00Z,344755.0,38.664765,-121.445006,344755.0,344755.0,0.3885743269941658,0.8199035440317437,0.0,-1.5425353754173043,2,9,0.0,0.0,1.0,0.0
8909 BILLFISH WAY,95828,CA,SACRAMENTO,3,2,1810,2008-05-19T00:00:00Z,345746.0,38.475433,-121.372584,345746.0,345746.0,0.38969633360845707,0.8272325431237805,0.310889728615596,0.5778657659734574,2,9,0.0,0.0,1.0,0.0
6232 GUS WAY,95757,CA,ELK GROVE,4,2,2789,2008-05-19T00:00:00Z,351000.0,38.388129,-121.43117,351000.0,351000.0,0.3956448933980497,0.8660888107620861,0.4790450017176228,1.7247567700737645,2,9,0.0,0.0,1.0,0.0
200 OAKWILDE ST,95632,CA,GALT,4,2,1606,2008-05-19T00:00:00Z,353767.0,38.2535,-121.31812,353767.0,353767.0,0.3987776807862877,0.8865523228586206,0.2758502232909653,0.33888132793825554,2,9,0.0,0.0,1.0,0.0
1033 PARK STREAM DR,95632,CA,GALT,0,0,0,2008-05-19T00:00:00Z,355000.0,38.287785,-121.289903,355000.0,355000.0,0.4001736789249569,0.8956710472587026,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
200 ALLAIRE CIR,95835,CA,SACRAMENTO,4,2,2166,2008-05-19T00:00:00Z,356035.0,38.68318,-121.53484,356035.0,356035.0,0.4013455021800441,0.9033254509522021,0.3720371006526967,0.9949170401917508,3,9,0.0,0.0,1.0,0.0
1322 SUTTER WALK,95816,CA,SACRAMENTO,0,0,0,2008-05-19T00:00:00Z,360000.0,38.53805,-121.5047,360000.0,360000.0,0.4058346608335909,0.9326488428794732,0.0,-1.5425353754173043,3,9,1.0,0.0,0.0,0.0
5479 NICKMAN WAY,95835,CA,SACRAMENTO,4,2,1871,2008-05-19T00:00:00Z,360552.0,38.672966,-121.502748,360552.0,360552.0,0.4064596332363041,0.9367311915160064,0.3213672277567846,0.6493267989153559,3,9,0.0,0.0,1.0,0.0
2103 BURBERRY WAY,95835,CA,SACRAMENTO,3,2,1800,2008-05-19T00:00:00Z,362305.0,38.67342,-121.508542,362305.0,362305.0,0.4084443734934712,0.9496956066606485,0.3091721058055651,0.5661508425403593,3,9,0.0,0.0,1.0,0.0
2450 SAN JOSE WAY,95817,CA,SACRAMENTO,3,1,1683,2008-05-19T00:00:00Z,365000.0,38.553596,-121.459483,365000.0,365000.0,0.41149564274222494,0.9696266385002438,0.2890759189282034,0.4290862383731112,3,9,0.0,0.0,1.0,0.0
7641 ROSEHALL DR,95678,CA,ROSEVILLE,3,2,0,2008-05-19T00:00:00Z,367554.0,38.791617,-121.286147,367554.0,367554.0,0.4143872723011552,0.9885148965033334,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
1336 LAYSAN TEAL DR,95747,CA,ROSEVILLE,0,0,0,2008-05-19T00:00:00Z,368500.0,38.796121,-121.319963,368500.0,368500.0,0.4154583300782687,0.9955110954347832,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
2802 BLACK OAK DR,95765,CA,ROCKLIN,2,2,1596,2008-05-19T00:00:00Z,370000.0,38.837006,-121.232024,370000.0,370000.0,0.41715662465085895,1.0066044341210143,0.2741326004809344,0.32716640450515744,3,9,0.0,0.0,1.0,0.0
2113 FALL TRAIL CT,95667,CA,PLACERVILLE,4,2,0,2008-05-19T00:00:00Z,371086.0,38.733155,-120.748039,371086.0,371086.0,0.41838618992141424,1.0146360113298456,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
10112 LAMBEAU CT,95757,CA,ELK GROVE,3,2,1179,2008-05-19T00:00:00Z,,38.390328,-121.448022,329582.0967741936,331000.0,0.3713956208616168,0.7076914411402236,0.2025077293026452,-0.16134590265503462,2,8,0.0,0.0,1.0,0.0
6313 CASTRO VERDE WAY,95757,CA,ELK GROVE,0,0,0,2008-05-19T00:00:00Z,383000.0,38.381102,-121.42901,383000.0,383000.0,0.4318751776133074,1.1027467027350175,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
3622 CURTIS DR,95818,CA,SACRAMENTO,3,1,1639,2008-05-19T00:00:00Z,388000.0,38.541735,-121.480098,388000.0,388000.0,0.4375361595219414,1.1397244983557884,0.2815183785640673,0.3775405752674794,3,9,0.0,0.0,1.0,0.0
11817 OPAL RIDGE WAY,95742,CA,RANCHO CORDOVA,5,3,3281,2008-05-19T00:00:00Z,395100.0,38.551083,-121.237476,395100.0,395100.0,0.4455747538322017,1.1922329681372823,0.5635520439711439,2.3011310029821925,3,9,0.0,0.0,1.0,0.0
170 LAGOMARSINO WAY,95819,CA,SACRAMENTO,3,2,1697,2008-05-19T00:00:00Z,400000.0,38.574894,-121.435806,400000.0,400000.0,0.451122516102663,1.2284712078456377,0.29148059086224665,0.44548713117944855,3,9,0.0,0.0,1.0,0.0
2743 DEAKIN PL,95762,CA,EL DORADO HILLS,3,2,0,2008-05-19T00:00:00Z,400000.0,38.69288,-121.073551,400000.0,400000.0,0.451122516102663,1.2284712078456377,0.0,-1.5425353754173043,3,9,0.0,0.0,1.0,0.0
3361 ALDER CANYON WAY,95843,CA,ANTELOPE,4,3,2085,2008-05-19T00:00:00Z,408431.0,38.727649,-121.385656,408431.0,408431.0,0.4606680637970017,1.2908231668213808,0.35812435589144626,0.9000261603836559,3,10,0.0,0.0,1.0,0.0
2148 RANCH VIEW DR,95765,CA,ROCKLIN,0,0,0,2008-05-19T00:00:00Z,413000.0,38.837455,-121.28933700000002,413000.0,413000.0,0.4658410690651114,1.3246134764596411,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
398 LINDLEY DR,95815,CA,SACRAMENTO,4,2,1744,2008-05-19T00:00:00Z,416767.0,38.622359,-121.457582,416767.0,416767.0,0.4701060528350763,1.3524725476803299,0.29955341806939195,0.5005472713150098,3,10,0.0,1.0,0.0,0.0
3013 BRIDLEWOOD DR,95762,CA,EL DORADO HILLS,4,3,0,2008-05-19T00:00:00Z,420000.0,38.675519,-121.015862,420000.0,420000.0,0.4737664437371991,1.37638239032872,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
169 BAURER CIR,95630,CA,FOLSOM,4,3,1939,2008-05-19T00:00:00Z,423000.0,38.66695,-121.120729,423000.0,423000.0,0.4771630328823795,1.3985690677011824,0.3330470628649949,0.7289882782604233,3,10,0.0,0.0,1.0,0.0
2809 LOON CT,95682,CA,CAMERON PARK,4,2,0,2008-05-19T00:00:00Z,423000.0,38.687072,-121.004729,423000.0,423000.0,0.4771630328823795,1.3985690677011824,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
1315 KONDOS AVE,95814,CA,SACRAMENTO,2,3,1788,2008-05-19T00:00:00Z,427500.0,38.571943,-121.492106,427500.0,427500.0,0.4822579166001501,1.4318490837598759,0.30711095843352804,0.5520929344206416,3,10,0.0,0.0,1.0,0.0
4966 CHARTER RD,95765,CA,ROCKLIN,3,2,1691,2008-05-19T00:00:00Z,,38.82553,-121.254698,358493.5555555556,346375.0,0.4041290698843185,0.9215078439233312,0.2904500171762281,0.4384581771195897,3,9,0.0,0.0,1.0,0.0
9516 LAGUNA LAKE WAY,95758,CA,ELK GROVE,4,2,2002,2008-05-19T00:00:00Z,445000.0,38.411258,-121.431348,445000.0,445000.0,0.5020713532803692,1.5612713684325734,0.3438680865681896,0.8027922958889415,3,10,0.0,0.0,1.0,0.0
5201 BLOSSOM RANCH DR,95757,CA,ELK GROVE,4,4,4303,2008-05-19T00:00:00Z,,38.399436,-121.444041,329582.0967741936,331000.0,0.3713956208616168,0.7076914411402236,0.7390930951563037,3.498396177844821,2,8,0.0,0.0,1.0,0.0
3027 PALMATE WAY,95834,CA,SACRAMENTO,5,3,4246,2008-05-19T00:00:00Z,452000.0,38.628955,-121.529269,452000.0,452000.0,0.5099967279524568,1.6130402823016516,0.7293026451391275,3.4316211142761617,3,10,0.0,0.0,1.0,0.0
500 WINCHESTER CT,95661,CA,ROSEVILLE,3,2,2274,2008-05-19T00:00:00Z,470000.0,38.73988,-121.248929,470000.0,470000.0,0.5303762628235392,1.7461603465364255,0.39058742700103055,1.121438213269211,3,10,0.0,0.0,1.0,0.0
5746 GELSTON WAY,95762,CA,EL DORADO HILLS,4,3,0,2008-05-19T00:00:00Z,471000.0,38.677015,-121.034083,471000.0,471000.0,0.5315084592052661,1.7535559056605798,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
6935 ELM TREE LN,95662,CA,ORANGEVALE,4,4,3056,2008-05-19T00:00:00Z,475000.0,38.693041,-121.23294,475000.0,475000.0,0.5360372447321733,1.7831381421571963,0.5249055307454483,2.0375452257374844,3,10,0.0,0.0,1.0,0.0
9605 GOLF COURSE LN,95758,CA,ELK GROVE,3,3,2503,2008-05-19T00:00:00Z,484500.0,38.409689,-121.446059,484500.0,484500.0,0.5467931103585779,1.8533959538366604,0.4299209893507386,1.3897099598871578,3,10,0.0,0.0,1.0,0.0
719 BAYWOOD CT,95762,CA,EL DORADO HILLS,5,3,0,2008-05-19T00:00:00Z,487500.0,38.647598,-121.077801,487500.0,487500.0,0.5501896995037583,1.8755826312091228,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
5954 TANUS CIR,95677,CA,ROCKLIN,3,3,0,2008-05-19T00:00:00Z,488750.0,38.777585,-121.2036,488750.0,488750.0,0.5516049449809168,1.884827080114316,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
100 CHELSEA CT,95630,CA,FOLSOM,3,2,1905,2008-05-19T00:00:00Z,500000.0,38.69435,-121.177259,500000.0,500000.0,0.5643421542753434,1.9680271202610489,0.3272071453108897,0.6891575385878896,3,10,0.0,0.0,1.0,0.0
1500 ORANGE HILL LN,95663,CA,PENRYN,3,2,1320,2008-05-19T00:00:00Z,506688.0,38.86270800000001,-121.162092,506688.0,506688.0,0.5719142836763322,2.017488619683392,0.2267262109240811,0.0038345177516490147,3,10,0.0,0.0,1.0,0.0
408 KIRKWOOD CT,95648,CA,LINCOLN,2,2,0,2008-05-19T00:00:00Z,512000.0,38.861615,-121.26869,512000.0,512000.0,0.5779285108560649,2.0567738297508984,0.0,-1.5425353754173043,3,10,0.0,0.0,1.0,0.0
1732 TUSCAN GROVE CIR,95747,CA,ROSEVILLE,5,3,0,2008-05-19T00:00:00Z,,38.796683,-121.342555,342178.5,316250.0,0.3856572230166467,0.8008488859483607,0.0,-1.5425353754173043,2,9,0.0,0.0,1.0,0.0
2049 EMPIRE MINE CIR,95670,CA,GOLD RIVER,4,2,3037,2008-05-19T00:00:00Z,528000.0,38.629299,-121.249021,528000.0,528000.0,0.5960436529636939,2.1751027757373644,0.5216420474063895,2.015286871214598,3,10,0.0,0.0,1.0,0.0
9360 MAGOS RD,95693,CA,WILTON,5,2,3741,2008-05-19T00:00:00Z,579093.0,38.416809,-121.240628,579093.0,579093.0,0.6538909626952614,2.5529640780677707,0.6425626932325661,2.8400174809047063,4,10,0.0,0.0,1.0,0.0
104 CATLIN CT,95630,CA,FOLSOM,4,3,2660,2008-05-19T00:00:00Z,636000.0,38.684459,-121.145935,636000.0,636000.0,0.7183208621901886,2.973823161146009,0.456887667468224,1.5736342577867986,4,10,0.0,0.0,1.0,0.0
4734 GIBBONS DR,95608,CA,CARMICHAEL,4,3,3357,2008-05-19T00:00:00Z,668365.0,38.63558,-121.353639,668365.0,668365.0,0.7549643980847766,3.2131804321992568,0.5766059773273791,2.3901644210737385,4,10,0.0,0.0,1.0,0.0
4629 DORCHESTER LN,95746,CA,GRANITE BAY,5,3,2896,2008-05-19T00:00:00Z,676200.0,38.723545,-121.216025,676200.0,676200.0,0.7638351567356061,3.271124637937004,0.4974235657849536,1.8501064508079144,4,10,0.0,0.0,1.0,0.0
2400 COUNTRYSIDE DR,95667,CA,PLACERVILLE,3,2,2025,2008-05-19T00:00:00Z,677048.0,38.73745200000001,-120.910963,677048.0,677048.0,0.7647952592673104,3.277396072074287,0.3478186190312607,0.8297366197850673,4,10,0.0,0.0,1.0,0.0
12901 FURLONG DR,95693,CA,WILTON,5,3,3788,2008-05-19T00:00:00Z,691659.0,38.413535,-121.188211,691659.0,691659.0,0.7813377806007208,3.3854525864373017,0.6506355204397114,2.895077621040268,4,10,0.0,0.0,1.0,0.0
6222 CALLE MONTALVO CIR,95746,CA,GRANITE BAY,5,3,3670,2008-05-19T00:00:00Z,760000.0,38.779435,-121.146676,760000.0,760000.0,0.8587132135243122,3.8908724925411193,0.6303675712813466,2.756841524529709,5,10,0.0,0.0,1.0,0.0
20 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885327,-121.289412,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
24 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885132,-121.289405,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
28 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884936,-121.289397,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
32 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884741,-121.28939,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
36 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884599,-121.289406,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
40 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884535,-121.289619,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
44 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.88459,-121.289835,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
48 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884667,-121.289896,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
52 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.88478,-121.289911,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
68 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885236,-121.289928,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
72 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.88535,-121.289926,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
76 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885464,-121.289922,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
80 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885578,-121.289919,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
84 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885692,-121.289915,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
88 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885806,-121.289911,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
92 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.88592,-121.289908,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
96 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.886024,-121.289859,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
100 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.886091,-121.289744,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
434 1ST ST,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.88653,-121.289406,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
3 E ST,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884692,-121.290288,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
11 E ST,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884879,-121.290257,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
19 E ST,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885017,-121.290262,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
27 E ST,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885173,-121.29027,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
35 E ST,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885328,-121.290275,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
43 E ST,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885483,-121.290277,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
51 E ST,95648,CA,LINCOLN,4,2,0,2008-05-19T00:00:00Z,,38.885638,-121.290279,87956.60606060606,4897.0,0.09782811454272973,-1.0792641613348637,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
59 E ST,95648,CA,LINCOLN,3,2,0,2008-05-19T00:00:00Z,4897.0,38.885794,-121.290281,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
75 E ST,95648,CA,LINCOLN,3,2,0,2008-05-19T00:00:00Z,4897.0,38.886104,-121.290285,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
63 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885093,-121.289932,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
398 1ST ST,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.88653,-121.288952,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
386 1ST ST,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,,38.88652800000001,-121.288869,87956.60606060606,4897.0,0.09782811454272973,-1.0792641613348637,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
374 1ST ST,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.886525,-121.288787,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
116 CRYSTALWOOD WAY,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.886282,-121.289586,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
108 CRYSTALWOOD WAY,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.886282,-121.289646,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
100 CRYSTALWOOD WAY,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.886282,-121.289706,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
55 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.88486500000001,-121.289922,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
51 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884752,-121.289907,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
47 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884638,-121.289893,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
43 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884568,-121.289784,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
39 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884546,-121.28956200000002,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
35 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884645,-121.289397,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
31 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.88479,-121.289392,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
27 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.884985,-121.289399,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
23 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885181,-121.289406,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
19 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885376,-121.289414,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
15 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885571,-121.289421,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
7 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.885962,-121.289436,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
3 CRYSTALWOOD CIR,95648,CA,LINCOLN,0,0,0,2008-05-19T00:00:00Z,4897.0,38.886093,-121.289584,4897.0,4897.0,0.0037883290932578854,-1.6935363887850252,0.0,-1.5425353754173043,1,1,0.0,0.0,1.0,0.0
8208 WOODYARD WAY,95621,CA,CITRUS HEIGHTS,3,2,1166,2008-05-16T00:00:00Z,30000.0,38.715322,-121.314787,30000.0,30000.0,0.03220985486374583,-1.5078856680913844,0.20027481964960486,-0.17657530311806222,1,1,0.0,0.0,1.0,0.0
