street,city,state,zip,beds,baths,sq__ft,type,sale_date,price,latitude,longitude
4734 14TH AVE,SACRAMENTO,CA,95820,2,1,834,Residential,2008-05-19T00:00:00Z,68000,38.539447,-121.450858
5050 RHODE ISLAND DR Unit 4,SACRAMENTO,CA,95841,2,1,924,Condo,2008-05-19T00:00:00Z,77000,38.658739,-121.333561
4513 GREENHOLME DR,SACRAMENTO,CA,95842,2,1,795,Condo,2008-05-19T00:00:00Z,82732,38.669104,-121.359008
3845 ELM ST,SACRAMENTO,CA,95838,3,1,1250,Residential,2008-05-19T00:00:00Z,84000,38.637337,-121.432835
3845 ELM ST,SACRAMENTO,CA,95838,3,1,1250,Residential,2008-05-19T00:00:00Z,84000,38.637337,-121.432835
3908 17TH AVE,SACRAMENTO,CA,95820,2,1,984,Residential,2008-05-19T00:00:00Z,84675,38.53728,-121.463531
7109 CHANDLER DR,SACRAMENTO,CA,95828,3,1,1013,Residential,2008-05-19T00:00:00Z,85000,38.497237,-121.424187
7109 CHANDLER DR,SACRAMENTO,CA,95828,3,1,1013,Residential,2008-05-19T00:00:00Z,85000,38.497237,-121.424187
7541 SKELTON WAY,SACRAMENTO,CA,95822,3,1,1012,Residential,2008-05-19T00:00:00Z,90000,38.484274,-121.488851
7541 SKELTON WAY,SACRAMENTO,CA,95822,3,1,1012,Residential,2008-05-19T00:00:00Z,90000,38.484274,-121.488851
9058 MONTOYA ST,SACRAMENTO,CA,95826,2,1,795,Condo,2008-05-19T00:00:00Z,90000,38.559144,-121.368387
1016 CONGRESS AVE,SACRAMENTO,CA,95838,2,2,918,Residential,2008-05-19T00:00:00Z,91000,38.630151,-121.442789
540 MORRISON AVE,SACRAMENTO,CA,95838,3,1,1082,Residential,2008-05-19T00:00:00Z,95000,38.637704,-121.453946
5303 JERRETT WAY,SACRAMENTO,CA,95842,2,1,964,Residential,2008-05-19T00:00:00Z,97500,38.663282,-121.359631
2820 DEL PASO BLVD,SACRAMENTO,CA,95815,4,2,1404,Multi-Family,2008-05-19T00:00:00Z,100000,38.617718,-121.440089
3715 TALLYHO DR Unit 78HIGH,SACRAMENTO,CA,95826,1,1,625,Condo,2008-05-19T00:00:00Z,100000,38.544627,-121.35796
6013 ROWAN WAY,CITRUS HEIGHTS,CA,95621,2,1,888,Residential,2008-05-19T00:00:00Z,,38.675893,-121.2963
2987 PONDEROSA LN,SACRAMENTO,CA,95815,4,2,1120,Residential,2008-05-19T00:00:00Z,102750,38.622243,-121.457863
3732 LANKERSHIM WAY,NORTH HIGHLANDS,CA,95660,3,1,1331,Residential,2008-05-19T00:00:00Z,112500,38.68972,-121.378399
2216 DUNLAP DR,SACRAMENTO,CA,95821,3,1,1014,Residential,2008-05-19T00:00:00Z,113000,38.623738,-121.41305
2216 DUNLAP DR,SACRAMENTO,CA,95821,3,1,1014,Residential,2008-05-19T00:00:00Z,113000,38.623738,-121.41305
3503 21ST AVE,SACRAMENTO,CA,95820,4,2,1448,Residential,2008-05-19T00:00:00Z,114000,38.53361,-121.469308
523 EXCHANGE ST,SACRAMENTO,CA,95838,3,1,966,Residential,2008-05-19T00:00:00Z,114000,38.659414,-121.45408
8101 PORT ROYALE WAY,SACRAMENTO,CA,95823,2,1,779,Residential,2008-05-19T00:00:00Z,114750,38.463929,-121.438667
8101 PORT ROYALE WAY,SACRAMENTO,CA,95823,2,1,779,Residential,2008-05-19T00:00:00Z,114750,38.463929,-121.438667
8020 WALERGA RD,ANTELOPE,CA,95843,2,2,836,Condo,2008-05-19T00:00:00Z,,38.71607,-121.364468
8020 WALERGA RD,ANTELOPE,CA,95843,2,2,836,Condo,2008-05-19T00:00:00Z,,38.71607,-121.364468
167 VALLEY OAK DR,ROSEVILLE,CA,95678,2,2,1100,Condo,2008-05-19T00:00:00Z,115000,38.732429,-121.288069
167 VALLEY OAK DR,ROSEVILLE,CA,95678,2,2,1100,Condo,2008-05-19T00:00:00Z,115000,38.732429,-121.288069
7876 BURLINGTON WAY,SACRAMENTO,CA,95832,3,1,1174,Residential,2008-05-19T00:00:00Z,116100,38.470093,-121.468347
3726 JONKO AVE,NORTH HIGHLANDS,CA,95660,3,2,1207,Residential,2008-05-19T00:00:00Z,119250,38.656131,-121.377265
3726 JONKO AVE,NORTH HIGHLANDS,CA,95660,3,2,1207,Residential,2008-05-19T00:00:00Z,119250,38.656131,-121.377265
7342 GIGI PL,SACRAMENTO,CA,95828,4,4,1995,Multi-Family,2008-05-19T00:00:00Z,120000,38.490704,-121.410176
2610 PHYLLIS AVE,SACRAMENTO,CA,95820,2,1,804,Residential,2008-05-19T00:00:00Z,120000,38.53105,-121.479574
4200 COMMERCE WAY Unit 711,SACRAMENTO,CA,95834,2,2,958,Condo,2008-05-19T00:00:00Z,120000,38.647523,-121.523217
4200 COMMERCE WAY Unit 711,SACRAMENTO,CA,95834,2,2,958,Condo,2008-05-19T00:00:00Z,120000,38.647523,-121.523217
4621 COUNTRY SCENE WAY,SACRAMENTO,CA,95823,3,2,1366,Residential,2008-05-19T00:00:00Z,120108,38.470187,-121.448149
5380 VILLAGE WOOD DR,SACRAMENTO,CA,95823,2,2,901,Residential,2008-05-19T00:00:00Z,121500,38.454949,-121.440578
5380 VILLAGE WOOD DR,SACRAMENTO,CA,95823,2,2,901,Residential,2008-05-19T00:00:00Z,121500,38.454949,-121.440578
2621 EVERGREEN ST,SACRAMENTO,CA,95815,3,1,696,Residential,2008-05-19T00:00:00Z,121725,38.613103,-121.444085
2621 EVERGREEN ST,SACRAMENTO,CA,95815,3,1,696,Residential,2008-05-19T00:00:00Z,121725,38.613103,-121.444085
201 CARLO CT,GALT,CA,95632,3,2,1080,Residential,2008-05-19T00:00:00Z,,38.24227,-121.31032
6743 21ST ST,SACRAMENTO,CA,95822,3,2,1104,Residential,2008-05-19T00:00:00Z,123000,38.50372,-121.490657
3128 VIA GRANDE,SACRAMENTO,CA,95825,2,1,972,Residential,2008-05-19T00:00:00Z,,38.598321,-121.39161
2847 BELGRADE WAY,SACRAMENTO,CA,95833,4,2,1390,Residential,2008-05-19T00:00:00Z,125573,38.617173,-121.482541
7741 MILLDALE CIR,ELVERTA,CA,95626,4,2,1354,Residential,2008-05-19T00:00:00Z,126714,38.705834,-121.43919
9013 CASALS ST,SACRAMENTO,CA,95826,2,1,795,Condo,2008-05-19T00:00:00Z,126960,38.557045,-121.37167
227 MAHAN CT Unit 1,ROSEVILLE,CA,95678,2,1,780,Condo,2008-05-19T00:00:00Z,127000,38.749723,-121.27008
7349 FLETCHER FARM DR,SACRAMENTO,CA,95828,4,2,1587,Residential,2008-05-19T00:00:00Z,127500,38.49069,-121.382619
7226 LARCHMONT DR,NORTH HIGHLANDS,CA,95660,3,2,1209,Residential,2008-05-19T00:00:00Z,,38.699269,-121.376334
7226 LARCHMONT DR,NORTH HIGHLANDS,CA,95660,3,2,1209,Residential,2008-05-19T00:00:00Z,,38.699269,-121.376334
4114 35TH AVE,SACRAMENTO,CA,95824,2,1,1139,Residential,2008-05-19T00:00:00Z,133105,38.520941,-121.459355
617 M ST,RIO LINDA,CA,95673,2,2,1690,Residential,2008-05-19T00:00:00Z,136500,38.691104,-121.451832
7032 FAIR OAKS BLVD,CARMICHAEL,CA,95608,3,2,1245,Condo,2008-05-19T00:00:00Z,139500,38.628563,-121.328297
7032 FAIR OAKS BLVD,CARMICHAEL,CA,95608,3,2,1245,Condo,2008-05-19T00:00:00Z,139500,38.628563,-121.328297
2421 SANTINA WAY,ELVERTA,CA,95626,3,2,1416,Residential,2008-05-19T00:00:00Z,,38.71865,-121.407763
2368 CRAIG AVE,SACRAMENTO,CA,95832,3,2,1300,Residential,2008-05-19T00:00:00Z,140800,38.47807,-121.48114
2123 AMANDA WAY,SACRAMENTO,CA,95822,3,2,1120,Residential,2008-05-19T00:00:00Z,145000,38.484896,-121.486948
7620 DARLA WAY,SACRAMENTO,CA,95828,4,2,1590,Residential,2008-05-19T00:00:00Z,147000,38.478502,-121.403517
7620 DARLA WAY,SACRAMENTO,CA,95828,4,2,1590,Residential,2008-05-19T00:00:00Z,147000,38.478502,-121.403517
8344 FIELDPOPPY CIR,SACRAMENTO,CA,95828,3,2,1407,Residential,2008-05-19T00:00:00Z,149600,38.479083,-121.400702
8344 FIELDPOPPY CIR,SACRAMENTO,CA,95828,3,2,1407,Residential,2008-05-19T00:00:00Z,149600,38.479083,-121.400702
3624 20TH AVE,SACRAMENTO,CA,95820,5,2,1516,Residential,2008-05-19T00:00:00Z,,38.534508,-121.467907
10001 WOODCREEK OAKS BLVD Unit 1415,ROSEVILLE,CA,95747,2,2,0,Condo,2008-05-19T00:00:00Z,150000,38.795529,-121.328819
2848 PROVO WAY,SACRAMENTO,CA,95822,3,2,1646,Residential,2008-05-19T00:00:00Z,150000,38.489759,-121.474754
6045 EHRHARDT AVE,SACRAMENTO,CA,95823,3,2,1676,Residential,2008-05-19T00:00:00Z,155000,38.457157,-121.433065
1223 LAMBERTON CIR,SACRAMENTO,CA,95838,3,2,1370,Residential,2008-05-19T00:00:00Z,155435,38.646677,-121.437573
1223 LAMBERTON CIR,SACRAMENTO,CA,95838,3,2,1370,Residential,2008-05-19T00:00:00Z,155500,38.646677,-121.437573
6000 BIRCHGLADE WAY,CITRUS HEIGHTS,CA,95621,4,2,1351,Residential,2008-05-19T00:00:00Z,158000,38.70166,-121.323249
7204 THOMAS DR,NORTH HIGHLANDS,CA,95660,3,2,1152,Residential,2008-05-19T00:00:00Z,158000,38.697898,-121.377687
8363 LANGTREE WAY,SACRAMENTO,CA,95823,3,2,1452,Residential,2008-05-19T00:00:00Z,160000,38.45356,-121.435959
1675 VERNON ST Unit 8,ROSEVILLE,CA,95678,2,1,990,Residential,2008-05-19T00:00:00Z,160000,38.734136,-121.299639
1675 VERNON ST Unit 8,ROSEVILLE,CA,95678,2,1,990,Residential,2008-05-19T00:00:00Z,160000,38.734136,-121.299639
6632 IBEX WOODS CT,CITRUS HEIGHTS,CA,95621,2,2,1162,Residential,2008-05-19T00:00:00Z,,38.720868,-121.309855
117 EVCAR WAY,RIO LINDA,CA,95673,3,2,1182,Residential,2008-05-19T00:00:00Z,164000,38.687659,-121.4633
6485 LAGUNA MIRAGE LN,ELK GROVE,CA,95758,2,2,1112,Residential,2008-05-19T00:00:00Z,165000,38.42465,-121.430137
746 MOOSE CREEK WAY,GALT,CA,95632,3,2,1100,Residential,2008-05-19T00:00:00Z,167000,38.283085,-121.302071
8306 CURLEW CT,CITRUS HEIGHTS,CA,95621,4,2,1280,Residential,2008-05-19T00:00:00Z,167293,38.715781,-121.298519
8306 CURLEW CT,CITRUS HEIGHTS,CA,95621,4,2,1280,Residential,2008-05-19T00:00:00Z,167293,38.715781,-121.298519
5217 ARGO WAY,SACRAMENTO,CA,95820,3,1,1039,Residential,2008-05-19T00:00:00Z,168000,38.52774,-121.433669
5217 ARGO WAY,SACRAMENTO,CA,95820,3,1,1039,Residential,2008-05-19T00:00:00Z,168000,38.52774,-121.433669
7108 HEATHER TREE DR,SACRAMENTO,CA,95842,3,2,1159,Residential,2008-05-19T00:00:00Z,170000,38.695677,-121.36022
2956 DAVENPORT WAY,SACRAMENTO,CA,95833,4,2,1917,Residential,2008-05-19T00:00:00Z,170000,38.620687,-121.482619
10062 LINCOLN VILLAGE DR,SACRAMENTO,CA,95827,3,2,1520,Residential,2008-05-19T00:00:00Z,170000,38.564,-121.320023
10062 LINCOLN VILLAGE DR,SACRAMENTO,CA,95827,3,2,1520,Residential,2008-05-19T00:00:00Z,170000,38.564,-121.320023
332 PALIN AVE,GALT,CA,95632,3,2,1204,Residential,2008-05-19T00:00:00Z,174000,38.260467,-121.302636
4649 FREEWAY CIR,SACRAMENTO,CA,95841,3,2,1120,Residential,2008-05-19T00:00:00Z,178000,38.658734,-121.357196
8593 DERLIN WAY,SACRAMENTO,CA,95823,3,2,1436,Residential,2008-05-19T00:00:00Z,180000,38.447585,-121.426627
9273 PREMIER WAY,SACRAMENTO,CA,95826,3,2,1451,Residential,2008-05-19T00:00:00Z,180000,38.55992,-121.352539
8032 DUSENBERG CT,SACRAMENTO,CA,95828,4,2,1638,Residential,2008-05-19T00:00:00Z,180000,38.466499,-121.381119
7110 STELLA LN Unit 15,CARMICHAEL,CA,95608,2,2,1000,Condo,2008-05-19T00:00:00Z,182000,38.637396,-121.300055
1786 PIEDMONT WAY,ROSEVILLE,CA,95661,3,1,1152,Residential,2008-05-19T00:00:00Z,188325,38.72748,-121.256537
1347 HIDALGO CIR,ROSEVILLE,CA,95747,3,2,1154,Residential,2008-05-19T00:00:00Z,191500,38.747878,-121.311279
1347 HIDALGO CIR,ROSEVILLE,CA,95747,3,2,1154,Residential,2008-05-19T00:00:00Z,191500,38.747878,-121.311279
212 CAPPUCINO WAY,SACRAMENTO,CA,95838,3,2,1353,Residential,2008-05-19T00:00:00Z,192000,38.657811,-121.465327
5938 WOODBRIAR WAY,CITRUS HEIGHTS,CA,95621,3,2,1329,Residential,2008-05-19T00:00:00Z,192700,38.706152,-121.325399
3801 WILDROSE WAY,SACRAMENTO,CA,95826,3,1,1356,Residential,2008-05-19T00:00:00Z,195000,38.544368,-121.369979
508 SAMUEL WAY,SACRAMENTO,CA,95838,3,2,1505,Residential,2008-05-19T00:00:00Z,197654,38.645689,-121.452766
6128 CARL SANDBURG CIR,SACRAMENTO,CA,95842,3,1,1009,Residential,2008-05-19T00:00:00Z,198000,38.681541,-121.355616
1 KENNELFORD CIR,SACRAMENTO,CA,95823,3,2,1144,Residential,2008-05-19T00:00:00Z,200345,38.46452,-121.427606
1 KENNELFORD CIR,SACRAMENTO,CA,95823,3,2,1144,Residential,2008-05-19T00:00:00Z,200345,38.46452,-121.427606
909 SINGINGWOOD RD,SACRAMENTO,CA,95864,2,1,930,Residential,2008-05-19T00:00:00Z,203000,38.581471,-121.38839
6671 FOXWOOD CT,SACRAMENTO,CA,95841,4,2,1766,Residential,2008-05-19T00:00:00Z,207000,38.687943,-121.328883
8165 AYN RAND CT,SACRAMENTO,CA,95828,4,3,1940,Residential,2008-05-19T00:00:00Z,208000,38.468639,-121.403265
9474 VILLAGE TREE DR,ELK GROVE,CA,95758,4,2,1776,Residential,2008-05-19T00:00:00Z,210000,38.413947,-121.408276
7213 CALVIN DR,CITRUS HEIGHTS,CA,95621,3,1,1258,Residential,2008-05-19T00:00:00Z,212000,38.698154,-121.298375
8167 DERBY PARK CT,SACRAMENTO,CA,95828,4,2,1872,Residential,2008-05-19T00:00:00Z,213675,38.460492,-121.373379
6344 LAGUNA MIRAGE LN,ELK GROVE,CA,95758,2,2,1112,Residential,2008-05-19T00:00:00Z,,38.423963,-121.428875
2945 RED HAWK WAY,SACRAMENTO,CA,95833,4,2,1856,Residential,2008-05-19T00:00:00Z,215000,38.619675,-121.496903
3228 I ST,SACRAMENTO,CA,95816,4,3,1939,Residential,2008-05-19T00:00:00Z,215000,38.573844,-121.462839
308 ATKINSON ST,ROSEVILLE,CA,95678,3,1,998,Residential,2008-05-19T00:00:00Z,215100,38.746794,-121.29971
624 HOVEY WAY,ROSEVILLE,CA,95678,3,2,1758,Residential,2008-05-19T00:00:00Z,,38.756149,-121.306479
110 COPPER LEAF WAY,SACRAMENTO,CA,95838,3,2,2142,Residential,2008-05-19T00:00:00Z,218000,38.658466,-121.460661
7535 ALMA VISTA WAY,SACRAMENTO,CA,95831,2,1,950,Residential,2008-05-19T00:00:00Z,220000,38.48403,-121.507641
7423 WILSALL CT,ELK GROVE,CA,95758,4,3,1739,Residential,2008-05-19T00:00:00Z,221000,38.417026,-121.416821
8629 VIA ALTA WAY,ELK GROVE,CA,95624,3,2,1516,Residential,2008-05-19T00:00:00Z,222900,38.398245,-121.380615
8629 VIA ALTA WAY,ELK GROVE,CA,95624,3,2,1516,Residential,2008-05-19T00:00:00Z,222900,38.398245,-121.380615
3318 DAVIDSON DR,ANTELOPE,CA,95843,3,1,988,Residential,2008-05-19T00:00:00Z,223139,38.705753,-121.388917
3318 DAVIDSON DR,ANTELOPE,CA,95843,3,1,988,Residential,2008-05-19T00:00:00Z,223139,38.705753,-121.388917
913 COBDEN CT,GALT,CA,95632,4,2,1555,Residential,2008-05-19T00:00:00Z,225500,38.282001,-121.295902
4419 79TH ST,SACRAMENTO,CA,95820,3,2,1212,Residential,2008-05-19T00:00:00Z,228327,38.534827,-121.412545
3012 SPOONWOOD WAY,SACRAMENTO,CA,95833,4,2,1871,Residential,2008-05-19T00:00:00Z,230000,38.62478,-121.523474
8728 CRYSTAL RIVER WAY,SACRAMENTO,CA,95828,3,2,1302,Residential,2008-05-19T00:00:00Z,230000,38.47547,-121.380055
4709 AMBER LN Unit 1,SACRAMENTO,CA,95841,2,1,756,Condo,2008-05-19T00:00:00Z,230522,38.657789,-121.354994
4709 AMBER LN Unit 1,SACRAMENTO,CA,95841,2,1,756,Condo,2008-05-19T00:00:00Z,230522,38.657789,-121.354994
4508 OLD DAIRY DR,ANTELOPE,CA,95843,4,3,2026,Residential,2008-05-19T00:00:00Z,231200,38.72286,-121.358939
312 RIVER ISLE WAY,SACRAMENTO,CA,95831,3,2,1375,Residential,2008-05-19T00:00:00Z,,38.49026,-121.550527
312 RIVER ISLE WAY,SACRAMENTO,CA,95831,3,2,1375,Residential,2008-05-19T00:00:00Z,,38.49026,-121.550527
301 OLIVADI WAY,SACRAMENTO,CA,95834,2,2,1250,Condo,2008-05-19T00:00:00Z,232500,38.644406,-121.549049
5636 25TH ST,SACRAMENTO,CA,95822,3,1,1058,Residential,2008-05-19T00:00:00Z,233641,38.523828,-121.481139
5636 25TH ST,SACRAMENTO,CA,95822,3,1,1058,Residential,2008-05-19T00:00:00Z,233641,38.523828,-121.481139
8721 SPRUCE RIDGE WAY,ANTELOPE,CA,95843,3,2,1187,Residential,2008-05-19T00:00:00Z,234000,38.727657,-121.391028
7461 WINDBRIDGE DR,SACRAMENTO,CA,95831,2,2,1324,Residential,2008-05-19T00:00:00Z,234500,38.48797,-121.530229
8101 LEMON COVE CT,SACRAMENTO,CA,95828,4,3,1936,Residential,2008-05-19T00:00:00Z,235000,38.462981,-121.408288
8101 LEMON COVE CT,SACRAMENTO,CA,95828,4,3,1936,Residential,2008-05-19T00:00:00Z,235000,38.462981,-121.408288
10949 SCOTSMAN WAY,RANCHO CORDOVA,CA,95670,5,4,2382,Multi-Family,2008-05-19T00:00:00Z,236000,38.603686,-121.277844
617 WILLOW CREEK DR,FOLSOM,CA,95630,3,2,1427,Residential,2008-05-19T00:00:00Z,236073,38.679626,-121.142609
617 WILLOW CREEK DR,FOLSOM,CA,95630,3,2,1427,Residential,2008-05-19T00:00:00Z,236073,38.679626,-121.142609
3301 PARK DR Unit 1914,SACRAMENTO,CA,95835,3,2,1678,Condo,2008-05-19T00:00:00Z,238000,38.665296,-121.531993
3301 PARK DR Unit 1914,SACRAMENTO,CA,95835,3,2,1678,Condo,2008-05-19T00:00:00Z,238000,38.665296,-121.531993
709 CIMMARON CT,GALT,CA,95632,4,2,1798,Residential,2008-05-19T00:00:00Z,238861,38.277177,-121.303747
3305 RIO ROCA CT,ANTELOPE,CA,95843,4,3,2652,Residential,2008-05-19T00:00:00Z,239700,38.725079,-121.387698
9080 BEDROCK CT,SACRAMENTO,CA,95829,4,2,1816,Residential,2008-05-19T00:00:00Z,240000,38.456939,-121.362965
100 TOURMALINE CIR,SACRAMENTO,CA,95834,5,3,3076,Residential,2008-05-19T00:00:00Z,240000,38.63437,-121.510779
6411 RED BIRCH WAY,ELK GROVE,CA,95758,4,2,1844,Residential,2008-05-19T00:00:00Z,241000,38.43461,-121.429316
4867 LAGUNA DR,SACRAMENTO,CA,95823,3,2,1306,Residential,2008-05-19T00:00:00Z,245000,38.46179,-121.445371
3662 RIVER DR,SACRAMENTO,CA,95833,4,3,2447,Residential,2008-05-19T00:00:00Z,246000,38.604969,-121.54255
6943 WOLFGRAM WAY,SACRAMENTO,CA,95828,4,2,1176,Residential,2008-05-19T00:00:00Z,247234,38.489215,-121.419546
77 RINETTI WAY,RIO LINDA,CA,95673,4,2,1182,Residential,2008-05-19T00:00:00Z,247480,38.687021,-121.463151
1316 I ST,RIO LINDA,CA,95673,3,1,1160,Residential,2008-05-19T00:00:00Z,249862,38.683674,-121.435204
2130 CATHERWOOD WAY,SACRAMENTO,CA,95835,3,2,1424,Residential,2008-05-19T00:00:00Z,251000,38.675506,-121.510987
8304 JUGLANS DR,ORANGEVALE,CA,95662,4,2,1574,Residential,2008-05-19T00:00:00Z,252155,38.691829,-121.249033
5308 MARBURY WAY,ANTELOPE,CA,95843,3,2,1830,Residential,2008-05-19T00:00:00Z,254172,38.710221,-121.341707
9182 LAKEMONT DR,ELK GROVE,CA,95624,4,2,1724,Residential,2008-05-19T00:00:00Z,,38.451353,-121.358776
2231 COUNTRY VILLA CT,AUBURN,CA,95603,2,2,1255,Condo,2008-05-19T00:00:00Z,260000,38.931671,-121.097862
8491 CRYSTAL WALK CIR,ELK GROVE,CA,95758,0,0,0,Residential,2008-05-19T00:00:00Z,261000,38.416916,-121.407554
361 MAHONIA CIR,SACRAMENTO,CA,95835,4,3,2175,Residential,2008-05-19T00:00:00Z,261000,38.676172,-121.509761
3427 LA CADENA WAY,SACRAMENTO,CA,95835,4,2,1904,Residential,2008-05-19T00:00:00Z,261000,38.681194,-121.537351
955 BIG SUR CT,EL DORADO HILLS,CA,95762,4,2,1808,Residential,2008-05-19T00:00:00Z,,38.664347,-121.076529
11826 DIONYSUS WAY,RANCHO CORDOVA,CA,95742,4,2,2711,Residential,2008-05-19T00:00:00Z,266000,38.551046,-121.239411
5847 DEL CAMPO LN,CARMICHAEL,CA,95608,3,1,1713,Residential,2008-05-19T00:00:00Z,266000,38.671995,-121.324339
5847 DEL CAMPO LN,CARMICHAEL,CA,95608,3,1,1713,Residential,2008-05-19T00:00:00Z,266000,38.671995,-121.324339
5635 FOXVIEW WAY,ELK GROVE,CA,95757,3,2,1457,Residential,2008-05-19T00:00:00Z,,38.395256,-121.438249
10372 VIA CINTA CT,ELK GROVE,CA,95757,4,3,2724,Residential,2008-05-19T00:00:00Z,274425,38.380089,-121.428186
6286 LONETREE BLVD,ROCKLIN,CA,95765,0,0,0,Residential,2008-05-19T00:00:00Z,274500,38.805036,-121.293608
7744 SOUTHBREEZE DR,SACRAMENTO,CA,95828,3,2,1468,Residential,2008-05-19T00:00:00Z,275336,38.476932,-121.378349
2242 ABLE WAY,SACRAMENTO,CA,95835,4,3,2550,Residential,2008-05-19T00:00:00Z,277980,38.666074,-121.509743
1042 STARBROOK DR,GALT,CA,95632,4,2,1928,Residential,2008-05-19T00:00:00Z,280000,38.285611,-121.293063
1219 G ST,SACRAMENTO,CA,95814,3,3,1922,Residential,2008-05-19T00:00:00Z,,38.582818,-121.489096
6220 OPUS CT,CITRUS HEIGHTS,CA,95621,3,2,1343,Residential,2008-05-19T00:00:00Z,,38.715853,-121.317095
5419 HAVENHURST CIR,ROCKLIN,CA,95677,3,2,1510,Residential,2008-05-19T00:00:00Z,285000,38.786746,-121.209957
220 OLD AIRPORT RD,AUBURN,CA,95603,2,2,960,Multi-Family,2008-05-19T00:00:00Z,285000,38.939802,-121.054575
220 OLD AIRPORT RD,AUBURN,CA,95603,2,2,960,Multi-Family,2008-05-19T00:00:00Z,285000,38.939802,-121.054575
4622 MEYER WAY,CARMICHAEL,CA,95608,4,2,1559,Residential,2008-05-19T00:00:00Z,285000,38.64913,-121.310667
4885 SUMMIT VIEW DR,EL DORADO,CA,95623,3,2,1624,Residential,2008-05-19T00:00:00Z,289000,38.673285,-120.879176
26 JEANROSS CT,SACRAMENTO,CA,95832,5,3,2992,Residential,2008-05-19T00:00:00Z,295000,38.473162,-121.491085
4800 MAPLEPLAIN AVE,ELK GROVE,CA,95758,4,2,2109,Residential,2008-05-19T00:00:00Z,296000,38.432848,-121.449237
10629 BASIE WAY,RANCHO CORDOVA,CA,95670,4,2,1524,Residential,2008-05-19T00:00:00Z,296056,38.579,-121.292627
8612 WILLOW GROVE WAY,SACRAMENTO,CA,95828,3,2,1248,Residential,2008-05-19T00:00:00Z,,38.464994,-121.386962
62 DE FER CIR,SACRAMENTO,CA,95823,4,2,1876,Residential,2008-05-19T00:00:00Z,299940,38.49254,-121.463316
2513 OLD KENMARE RD,LINCOLN,CA,95648,5,3,0,Residential,2008-05-19T00:00:00Z,304000,38.847396,-121.259586
3253 ABOTO WAY,RANCHO CORDOVA,CA,95670,4,3,1851,Residential,2008-05-19T00:00:00Z,305000,38.57727,-121.285591
3072 VILLAGE PLAZA DR,ROSEVILLE,CA,95747,0,0,0,Residential,2008-05-19T00:00:00Z,307000,38.773094,-121.365905
251 CHANGO CIR,SACRAMENTO,CA,95835,4,2,2218,Residential,2008-05-19T00:00:00Z,311328,38.68237,-121.539147
8205 WEYBURN CT,SACRAMENTO,CA,95828,3,2,1394,Residential,2008-05-19T00:00:00Z,313138,38.47316,-121.403893
8788 LA MARGARITA WAY,SACRAMENTO,CA,95828,3,2,1410,Residential,2008-05-19T00:00:00Z,316630,38.468185,-121.375694
5912 DEEPDALE WAY,ELK GROVE,CA,95758,5,3,3468,Residential,2008-05-19T00:00:00Z,320000,38.439565,-121.436606
4712 PISMO BEACH DR,ANTELOPE,CA,95843,5,3,2346,Residential,2008-05-19T00:00:00Z,320000,38.707705,-121.354153
4741 PACIFIC PARK DR,ANTELOPE,CA,95843,5,3,2347,Residential,2008-05-19T00:00:00Z,325000,38.709299,-121.353056
310 GROTH CIR,SACRAMENTO,CA,95834,4,2,1659,Residential,2008-05-19T00:00:00Z,328578,38.638764,-121.531827
6121 WILD FOX CT,ELK GROVE,CA,95757,3,3,2442,Residential,2008-05-19T00:00:00Z,331000,38.406758,-121.431669
12241 CANYONLANDS DR,RANCHO CORDOVA,CA,95742,0,0,0,Residential,2008-05-19T00:00:00Z,331500,38.557293,-121.217611
29 COOL FOUNTAIN CT,SACRAMENTO,CA,95833,4,2,2155,Residential,2008-05-19T00:00:00Z,340000,38.606906,-121.54132
907 RIO ROBLES AVE,SACRAMENTO,CA,95838,0,0,0,Residential,2008-05-19T00:00:00Z,344755,38.664765,-121.445006
8909 BILLFISH WAY,SACRAMENTO,CA,95828,3,2,1810,Residential,2008-05-19T00:00:00Z,345746,38.475433,-121.372584
6232 GUS WAY,ELK GROVE,CA,95757,4,2,2789,Residential,2008-05-19T00:00:00Z,351000,38.388129,-121.43117
200 OAKWILDE ST,GALT,CA,95632,4,2,1606,Residential,2008-05-19T00:00:00Z,353767,38.2535,-121.31812
1033 PARK STREAM DR,GALT,CA,95632,0,0,0,Residential,2008-05-19T00:00:00Z,355000,38.287785,-121.289903
200 ALLAIRE CIR,SACRAMENTO,CA,95835,4,2,2166,Residential,2008-05-19T00:00:00Z,356035,38.68318,-121.53484
1322 SUTTER WALK,SACRAMENTO,CA,95816,0,0,0,Condo,2008-05-19T00:00:00Z,360000,38.53805,-121.5047
5479 NICKMAN WAY,SACRAMENTO,CA,95835,4,2,1871,Residential,2008-05-19T00:00:00Z,360552,38.672966,-121.502748
2103 BURBERRY WAY,SACRAMENTO,CA,95835,3,2,1800,Residential,2008-05-19T00:00:00Z,362305,38.67342,-121.508542
2450 SAN JOSE WAY,SACRAMENTO,CA,95817,3,1,1683,Residential,2008-05-19T00:00:00Z,365000,38.553596,-121.459483
7641 ROSEHALL DR,ROSEVILLE,CA,95678,3,2,0,Residential,2008-05-19T00:00:00Z,367554,38.791617,-121.286147
1336 LAYSAN TEAL DR,ROSEVILLE,CA,95747,0,0,0,Residential,2008-05-19T00:00:00Z,368500,38.796121,-121.319963
2802 BLACK OAK DR,ROCKLIN,CA,95765,2,2,1596,Residential,2008-05-19T00:00:00Z,370000,38.837006,-121.232024
